EntrzID	Name	tilTemra_001	tilTemra_002	tilTemra_003	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
XLOC_001655	XLOC_001655	0.351484	0	0	0.270427	0	0	0.513832	0	0
XLOC_001657	XLOC_001657	0.163934	0	0	0.185927	0	0	0.213191	0	0
XLOC_001658	XLOC_001658	0.153688	0	0	0.515132	0	0	0.198138	0	0
XLOC_001659	XLOC_001659	0.190354	0	0	0.904745	0	0	1.02899	0	0
XLOC_001660	XLOC_001660	0.0147229	0	20.6015	0.0173621	0	11.9263	0.0757644	0	12.7472
XLOC_001661	XLOC_001661	0	0	0	0	0	0	0	0	0
XLOC_001662	XLOC_001662	0	0	0	0	0	0	0.0344791	0	0
XLOC_001663	XLOC_001663	0	0	1.08868	0	0	0.570759	0	0	0.853074
XLOC_001664	XLOC_001664	0	0	1.13048	0	0	0.542189	0	0	1.1699
XLOC_001665	XLOC_001665	0	0	0.63219	0	0	0.784304	0	0	1.22242
XLOC_001666	XLOC_001666	0	0	0.342091	0	0	0.779433	0	0	0.819461
XLOC_001667	XLOC_001667	0	0	0.51234	0	0	0.806317	0	0	1.00792
XLOC_001670	XLOC_001670	0.0978843	0	0	0.0709492	0	0	0.0259707	0	0
XLOC_001671	XLOC_001671	0	0	0.121936	0	0	0.912767	0	0	1.90843
XLOC_001673	XLOC_001673	0	0	1.13522	0	0	0.840235	0	0	0.0948889
XLOC_001681	XLOC_001681	0	0	0.0932471	0	0	0.731488	0	0	0.659914
XLOC_001689	XLOC_001689	0	0	16.1117	0	0	7.37386	0	0	3.17312
XLOC_001690	XLOC_001690	0	0	3.63229	0	0	2.3946	0	0	0.985977
XLOC_001692	XLOC_001692	0	0	0	0	0.191518	0	0	0.22798	0
XLOC_001694	XLOC_001694	1.00424	0	1.1831	0.872878	0	0.0878137	1.13478	0	0
XLOC_001695	XLOC_001695	0.489965	0	0	0.651311	0	0	0.765276	0	0
XLOC_001697	XLOC_001697	1.85455	0	0	0.639137	0	0	2.53006	0	0
XLOC_001698	XLOC_001698	2.69973	0	7.70845	0.806302	0	6.74906	2.08113	0	7.31986
XLOC_001699	XLOC_001699	5.30295	0	0	1.44894	0	0	3.3651	0	0
XLOC_001700	XLOC_001700	1.00969	1.8743	0	0.563594	2.02422	0	0.216324	1.37262	0
XLOC_001702	XLOC_001702	20.8379	0	0	8.14883	0	0	10.9632	0	0
XLOC_001703	XLOC_001703	4.50822	0.14716	0	1.97608	0.918296	0	3.26067	1.44695	0
XLOC_001704	XLOC_001704	7.33997	0	0	7.80893	0	0	10.6417	0	0
XLOC_001705	XLOC_001705	1.75564	0	0	0.436737	0	0	1.79118	0	0
XLOC_001706	XLOC_001706	0.55752	0	0	0.489465	0	0	3.21079	0	0
XLOC_001707	XLOC_001707	1.20529	0	0	0.518784	0	0	1.81743	0	0
XLOC_001708	XLOC_001708	0.373684	0	0	0.755008	0	0	0.505007	0	0
XLOC_001709	XLOC_001709	0.320739	0	0	0.484694	0	0	0.934845	0	0
XLOC_001710	XLOC_001710	0.482327	0	0	0.763509	0	0	1.09899	0	0
XLOC_001711	XLOC_001711	0.272833	0	0	0.906343	0	0	1.07722	0	0
XLOC_001713	XLOC_001713	0.122083	0	0	0.210603	0	0	1.1454	0	0
XLOC_001714	XLOC_001714	0.212771	0	0	0.287232	0	0	1.62929	0	0
XLOC_001715	XLOC_001715	3.51208	0	11.6216	1.05103	0	0.0871038	2.2754	0	1.13072
XLOC_001716	XLOC_001716	0	0	0.296824	0	0	0.231033	0	0	0.408052
XLOC_001717	XLOC_001717	0	14.6447	0.756135	0	11.8739	0.294241	0	12.6688	0.465864
XLOC_001718	XLOC_001718	0	0	0	0	0	0.224031	0	0	1.11548
XLOC_001719	XLOC_001719	0	0	0	0	0	0.27363	0	0	1.27406
XLOC_001720	XLOC_001720	0	1.03913	0.0808432	0	0.680337	0.209543	0	1.16772	1.07889
XLOC_001721	XLOC_001721	0.153722	0.58319	0.275191	0	0.776997	0.156228	0.615185	1.21049	0.700719
XLOC_001722	XLOC_001722	0	0.293751	0.791673	0	0.777815	0.831455	0	0.815781	0.785901
XLOC_001724	XLOC_001724	0	0	0	0	0	0.767993	0	0	0.329065
XLOC_001725	XLOC_001725	0.758051	0	0	0.242151	0	4.84884	0.144606	0	3.40026
XLOC_001726	XLOC_001726	0	0.204155	0.403658	0	1.17935	0.84932	0	2.04328	1.63024
XLOC_001727	XLOC_001727	0	0	0.282322	0	0	0.398856	0	0	1.34876
XLOC_001728	XLOC_001728	0	0.388465	0.108975	0	1.12009	0.970133	0	0.127136	1.50549
XLOC_001729	XLOC_001729	0	0	0	0	0	0.72468	0	0	1.75127
XLOC_001730	XLOC_001730	0.103685	0	0.234149	0.504644	0	0.552908	1.10885	0	1.64325
XLOC_001731	XLOC_001731	0.408893	0	0	0.200301	0	0.139399	1.48079	0	2.39548
XLOC_001732	XLOC_001732	0	0	0.0579674	0	0	0.734499	0	0	2.46114
XLOC_001733	XLOC_001733	0	0	0.16832	0	0	2.87375	0	0	2.0538
XLOC_001734	XLOC_001734	0	0	1.96731	0	0	3.72352	0	0	1.71057
XLOC_001736	XLOC_001736	0	0.116486	0	0	0.723566	0	0	0.654504	0
XLOC_001741	XLOC_001741	0.811671	0	0	2.76192	0	0	1.11262	0	0
XLOC_001744	XLOC_001744	0	11.3363	0	0	7.30498	0	0	3.14117	0
XLOC_001745	XLOC_001745	4.82636	2.28751	0	5.77353	2.39514	0	6.32846	0.987651	0
XLOC_001746	XLOC_001746	0	3.9776	0	0	2.78782	0	0	0.854153	0
XLOC_001749	XLOC_001749	100.309	0	0	77.9911	0	0	158.79	0	0
XLOC_001750	XLOC_001750	0	0.138235	0.722707	0	0	1.89811	0	0	1.87508
XLOC_001751	XLOC_001751	0	0.255271	0	0	0.305878	0	0	0.110416	0
XLOC_001753	XLOC_001753	0	0	0.519383	0	0	0.466436	0	0	1.09661
XLOC_001754	XLOC_001754	0	0	0.700707	0	0	0.367893	0	0	1.94374
XLOC_001755	XLOC_001755	0	5.50621	0	0	6.68844	0	0	7.25268	0
XLOC_001756	XLOC_001756	38.2046	0	0	54.5776	0	0	33.463	0	0
XLOC_001757	XLOC_001757	2.34317	0.302371	0	2.42445	0	0	2.69369	0.134868	0
XLOC_001758	XLOC_001758	0	0.517197	0	0	0	0	0	0	0
XLOC_001764	XLOC_001764	0	0.277001	0	0.287238	0.085129	0	0.297014	0	0
XLOC_001765	XLOC_001765	0	0.346405	0	0	0	0	0	0.112852	0
XLOC_001766	XLOC_001766	0	0.356727	0	0	0	0	0	0	0
XLOC_001768	XLOC_001768	0	0.209148	0	0	0.228603	0	0	0.459318	0
XLOC_001769	XLOC_001769	0	0	0	0	0.601354	0	0	0	0
XLOC_001770	XLOC_001770	0.223229	0	0	0	0	0	0.587952	0	0
XLOC_001771	XLOC_001771	0.51787	0	0	0.259879	0	0	0.529041	0	0
XLOC_001772	XLOC_001772	0.14903	0	0	0.0289702	0	0	0.353625	0	0
XLOC_001773	XLOC_001773	0.0301409	0	0	0.0321645	0	0	0.361368	0	0
XLOC_001774	XLOC_001774	0.0796697	0	0	0	0	0	0	0	0
XLOC_001775	XLOC_001775	0.143277	0	0	0	0	0	0.141067	0	0
XLOC_001776	XLOC_001776	0.246238	0	0	0.150958	0	0	0.691616	0	0
XLOC_001777	XLOC_001777	0	0	0	0.141317	0	0	0	0	0
XLOC_001778	XLOC_001778	0.266294	0	0	0	0	0	0.196132	0	0
XLOC_001779	XLOC_001779	0.103081	0.0965282	0	0	0.227675	0	0.131378	0	0
XLOC_001780	XLOC_001780	0	14.4768	2.62307	0	0.0863144	2.63097	0.220778	1.12652	2.19418
XLOC_001781	XLOC_001781	0.210455	0.101576	0	0	0.230433	0	0.270982	1.3119	0
XLOC_001782	XLOC_001782	0.0414164	0.0911865	42.6546	0.0560324	0.22303	59.7312	0	1.10773	54.7282
XLOC_001783	XLOC_001783	0	0.0762815	0	0	0.272587	0	0	1.2653	0
XLOC_001784	XLOC_001784	0	0.406988	0	0	0.207931	0	0	1.07295	0
XLOC_001785	XLOC_001785	0	0.088695	0.245054	0	0.154231	0.441026	0	0.691698	0.218958
XLOC_001786	XLOC_001786	0	0.601087	0	0	0.797024	0	0	0.756449	0
XLOC_001788	XLOC_001788	0	1.19279	0	0	0	0	0	0	0
XLOC_001789	XLOC_001789	0	0	0	0	0.755449	0	0	0.323502	0
XLOC_001790	XLOC_001790	0	0.415809	0	0	4.807	0	0	3.37285	0
XLOC_001791	XLOC_001791	88.2041	0	0	4.19302	0.852777	0	26.7878	1.61774	0
XLOC_001792	XLOC_001792	0	0.13025	0	0	0.394977	0	0	1.33379	0
XLOC_001793	XLOC_001793	0	0	0	0	0.963063	0	0	1.49191	0
XLOC_001794	XLOC_001794	0	0	0	0	0.718164	0	0	1.72475	0
XLOC_001795	XLOC_001795	0.162963	0	0	0.882137	0.552594	0	0.204293	1.6393	0
XLOC_001796	XLOC_001796	0	0	0	0	0.139503	0	0	2.38518	0
XLOC_001797	XLOC_001797	0.105258	0	0	0.951512	0.728761	0	0.272748	2.43931	0
XLOC_001798	XLOC_001798	0	0	0	0	2.85901	0	0	2.03153	0
XLOC_001799	XLOC_001799	0	1.29189	0	0	4.00083	0	0	1.75967	0
XLOC_001800	XLOC_001800	0.46194	0	0	0.681709	0	0	0.148194	0	0
XLOC_001801	XLOC_001801	0	1.87761	16.4225	0	0	7.56238	0	0.179232	20.766
XLOC_001802	XLOC_001802	0.177031	0	0	0	0	0	0	0	0
XLOC_001804	XLOC_001804	0.167749	0	0	0	0	0	0	0	0
XLOC_001805	XLOC_001805	0.347461	0	0	0	0	0	0	0	0
XLOC_001806	XLOC_001806	0.190266	0	0	0.721063	0	0	0	0	0
XLOC_001807	XLOC_001807	0.181616	0	40.4571	0	0	36.7175	0	0	41.3814
XLOC_001808	XLOC_001808	0.193396	0	0	0	0	0	0	0	0
XLOC_001809	XLOC_001809	0.946947	0	0	0	0	0	0	0	0
XLOC_001810	XLOC_001810	0.807823	0	0	0	0	0	0	0	0
XLOC_001811	XLOC_001811	0.487532	0	0	0	0	0	0.0316266	0	0
XLOC_001812	XLOC_001812	1.10359	0	0	0	0	0	0	0	0
XLOC_001813	XLOC_001813	4.6412	0	0.991877	0	0	0.325884	0	0	0.80777
XLOC_001814	XLOC_001814	0.679183	0	0	0	0	0	0	0	0
XLOC_001815	XLOC_001815	0.537165	0	0	0	0	0	0	0	0
XLOC_001816	XLOC_001816	0.732897	1.82867	0.223108	0	1.90763	0.121237	0	1.86714	0.219073
XLOC_001817	XLOC_001817	0.195563	0	0	0	0	0	0	0	0
XLOC_001818	XLOC_001818	0.118637	0	0	0	0	0	0	0	0
XLOC_001819	XLOC_001819	0.264528	0.691437	0	0	0.710888	0	0	1.10757	0
XLOC_001820	XLOC_001820	0	0.620856	0	0	0.341434	0	0	1.81585	0
XLOC_001821	XLOC_001821	0	0	0	0	0	0	0	0	0
XLOC_001822	XLOC_001822	0.231555	0	31.8929	0	0	46.6427	0	0	41.9401
XLOC_001823	XLOC_001823	0.126273	0	0	0	0	0	0	0	0
XLOC_001824	XLOC_001824	2.07964	0	0.0783211	0	0	0	0	0	0.661869
XLOC_001825	XLOC_001825	0.873507	0	0	0	0	0	0	0	0
XLOC_001826	XLOC_001826	1.26044	0	0	0	0	0	0	0	0
XLOC_001827	XLOC_001827	0.333414	0	1.37983	0	0	3.35492	0	0	4.47717
XLOC_001828	XLOC_001828	0	0	0.112376	0	0	0.174112	0	0	0.356309
XLOC_001829	XLOC_001829	0	0	0	0	0.713057	0	0	0	0
XLOC_001832	XLOC_001832	0.361692	0	0	0	0	0	0	0	0
XLOC_001836	XLOC_001836	0.23253	0	31.4936	0	0	59.5496	0.146223	0	49.4479
XLOC_001837	XLOC_001837	0	0	0	0	0	0	0	0	0
XLOC_001839	XLOC_001839	41.5074	0	0	84.0299	0	0	77.0633	0	0
XLOC_001840	XLOC_001840	0	0.920069	0	0	2.09252	0	0	3.01073	0
XLOC_001841	XLOC_001841	0	1.34293	1.97925	0	2.72063	2.01671	0	4.15456	1.68795
XLOC_001850	XLOC_001850	0	44.7232	0	0	57.7818	0	0	52.4573	0
XLOC_001854	XLOC_001854	0	0	0	0.148662	0	0	0.154401	0	0
XLOC_001856	XLOC_001856	0.419576	0	0	0.404526	0	0	0.0662215	0	0
XLOC_001857	XLOC_001857	0	0	4.26048	0	0	10.6711	0	0	8.29758
XLOC_001868	XLOC_001868	0	6.44406	0	0	3.86813	0	0	10.0669	0
XLOC_001870	XLOC_001870	0	0	0.729109	0	0	0.777852	0	0	1.1657
XLOC_001871	XLOC_001871	0	0	1.97199	0	0	5.12589	0	0	4.25867
XLOC_001872	XLOC_001872	0.63878	0	0	0.164717	0	0	0.180234	0	0
XLOC_001874	XLOC_001874	0	32.1565	0.492393	0	36.9182	0.481285	0	41.3174	0.328494
XLOC_001875	XLOC_001875	0	0	0.301291	0	0	1.27265	0	0	1.30397
XLOC_001879	XLOC_001879	0	0	0	0	0	3.77656	0	0	1.33333
XLOC_001880	XLOC_001880	0	0.993684	0	0.18865	1.44251	0	0.224989	1.64912	0
XLOC_001883	XLOC_001883	0	0.136947	0	0	0.0501551	0	0	0.181573	0
XLOC_001888	XLOC_001888	2.10719	0	0	2.05186	0	0	2.03678	0	0
XLOC_001889	XLOC_001889	0	37.9433	0	0	44.962	0	0	39.2495	0
XLOC_001891	XLOC_001891	0.144811	0	0	0.903072	0	0	1.42155	0	0
XLOC_001894	XLOC_001894	0	0	0.151547	0	0	0.394956	0	0	0.678128
XLOC_001895	XLOC_001895	0	0	0.0824315	0	0	0.090124	0	0	0.695247
XLOC_001896	XLOC_001896	0	0	0.681167	0	0	0.695347	0	0	1.20506
XLOC_001897	XLOC_001897	0	0	0.329435	0	0	0.38301	0	0	0.304476
XLOC_001900	XLOC_001900	0	36.3973	0	0	60.9131	0	0	50.8517	0
XLOC_001905	XLOC_001905	14.6717	2.70485	0	11.9157	2.40525	0	12.6934	1.85738	0
XLOC_001906	XLOC_001906	0	0.209751	0	0	0.12458	0	0	0.401035	0
XLOC_001907	XLOC_001907	0	0.272062	0	0	0.0517446	0	0	0.238208	0
XLOC_001908	XLOC_001908	0.863052	0.372121	0	0.678375	0.748816	0	1.1636	0.463307	0
XLOC_001909	XLOC_001909	0.567693	0	0	0.770341	0	0	1.17597	0	0
XLOC_001910	XLOC_001910	0.290413	0	0	0.763192	0	0	0.805279	0	0
XLOC_001915	XLOC_001915	0.382646	0	0	1.10045	0	0	0.124645	0	0
XLOC_001921	XLOC_001921	0	0	30.8253	0	0	33.1256	0	0	38.7705
XLOC_001922	XLOC_001922	0	0	41.3354	0	0	61.0084	0	0	50.1581
XLOC_001924	XLOC_001924	0.0597585	5.52046	0	0.223089	10.2165	0	0.599829	8.287	0
XLOC_001925	XLOC_001925	0.183242	0	0	0.679378	0	0	0.615763	0	0
XLOC_001928	XLOC_001928	0	0	0.0585181	0	0	0.18051	0	0	0.723029
XLOC_001931	XLOC_001931	0	0.599598	0	0	0	0	0	0.155283	0
XLOC_001933	XLOC_001933	11.1325	0	0	7.19749	0	0	3.10317	0	0
XLOC_001934	XLOC_001934	1.93678	0	0	1.66129	0	0	0.630457	0	0
XLOC_001938	XLOC_001938	0.126552	2.41097	0	0	5.07913	0	0	4.00342	0
XLOC_001939	XLOC_001939	0.206481	0	0	0.24227	0	0	0.0894416	0	0
XLOC_001940	XLOC_001940	0.314868	0	0	0.555181	0	0	0.822991	0	0
XLOC_001941	XLOC_001941	0.347702	0.0980528	0	0.307402	1.26033	0	0	1.29645	0
XLOC_001945	XLOC_001945	5.44651	0.168213	0	6.60623	3.75159	0	7.16169	1.33013	0
XLOC_001947	XLOC_001947	0.295477	0	0.489996	0	0	1.61475	0.131184	0	1.2607
XLOC_001948	XLOC_001948	0.508435	0	0.849037	0	0	0.719587	0	0	1.09991
XLOC_001954	XLOC_001954	0.27318	0	0	0.0835986	0	0	0	0	0
XLOC_001955	XLOC_001955	0.272103	0	0.5271	0	0	0.208457	0.0891889	0	0.502366
XLOC_001956	XLOC_001956	0.310961	0	0.398556	0	0	0.363209	0	0	0.403226
XLOC_001960	XLOC_001960	0	0.0934528	0	0	0.396173	0	0	0.599747	0
XLOC_001961	XLOC_001961	0	0.215278	0.223317	0	0.0799464	1.74687	0	0.611096	0.743422
XLOC_001962	XLOC_001962	0	0	0	0	0	0	0	0	0
XLOC_001963	XLOC_001963	0	0.598978	0	0	0.776329	0	0	1.11367	0
XLOC_001964	XLOC_001964	0	0	0.726606	0	0	1.39824	0	0	1.72842
XLOC_001966	XLOC_001966	0	0	2.92982	0	0	2.74626	0	0	2.82369
XLOC_001968	XLOC_001968	0.094879	0	0	0.224324	0	0	0	0	0
XLOC_001969	XLOC_001969	14.1483	0	0	0.0839066	0	0	1.09738	0	0
XLOC_001970	XLOC_001970	0.101653	0	0	0.494149	0	0	0.781108	0	0
XLOC_001971	XLOC_001971	0.0904509	0.412403	0	0.220983	0.207415	0	1.10018	0.418081	0
XLOC_001972	XLOC_001972	0.075674	0	0	0.269641	0	0	1.25465	0	0
XLOC_001973	XLOC_001973	0.374154	0	0	0.204657	0	0	0.992421	0	0
XLOC_001974	XLOC_001974	0.09226	0	0	0.148258	0	0	0.668911	0	0
XLOC_001975	XLOC_001975	0	0	0	0	0	0	0.620345	0	0
XLOC_001976	XLOC_001976	0.167301	0	0	0.226602	0	0	0.471145	0	0
XLOC_001977	XLOC_001977	0.592302	0	0	0.781801	0	0	0.741863	0	0
XLOC_001978	XLOC_001978	0	0	11.4865	0	0	11.8368	0	0	6.95229
XLOC_001979	XLOC_001979	1.18406	0	0	0	0	0	0	0	0
XLOC_001980	XLOC_001980	0	0	0	0.747996	0	0	0.318737	0	0
XLOC_001981	XLOC_001981	0.442287	0.0484487	0	6.59411	0	0	4.81597	0.188053	0
XLOC_001982	XLOC_001982	0	0	0	0.518702	0	0	0.845541	0	0
XLOC_001983	XLOC_001983	0	0	4.90024	0.141638	0	5.71963	0.817395	0	1.76808
XLOC_001984	XLOC_001984	0	0	0.576312	0	0	0.918141	0.819484	0	0.203504
XLOC_001985	XLOC_001985	0.0357743	0	0	0.657059	0	0	1.08143	0	0
XLOC_001986	XLOC_001986	0	0	0	0.580507	0	0	1.14025	0	0
XLOC_001987	XLOC_001987	0	0	0	1.11488	0	0	0.852854	0	0
XLOC_001988	XLOC_001988	0	0	0	0.600893	0	0	1.28028	0	0
XLOC_001989	XLOC_001989	0	30.9953	0	0.400024	33.4768	0	1.50931	38.418	0
XLOC_001990	XLOC_001990	0	39.526	0	0.668756	60.0405	0	2.22848	49.7953	0
XLOC_001991	XLOC_001991	1.40626	0	0	3.7638	0	0	1.59065	0	0
XLOC_001992	XLOC_001992	0	0	1.58689	0	0	0.105098	0	0	0.504217
XLOC_001993	XLOC_001993	0.663701	0	1.05506	0.393511	0	0.0889754	0.146575	0	0.316101
XLOC_001994	XLOC_001994	0	0	2.38902	0	0	0.798324	0	0	0.732856
XLOC_001995	XLOC_001995	0	0	0.534634	0	0	0.528369	0	0	1.11344
XLOC_001996	XLOC_001996	0	0.112984	0	0	0.122997	0	0	0.2964	0
XLOC_001997	XLOC_001997	0	0.054097	0	0	0.17892	0	0	0.719988	0
XLOC_002002	XLOC_002002	0	0	0.685836	0	0	0	0	0	0.176894
XLOC_002005	XLOC_002005	1.80884	0	0	1.92515	0	0	1.87596	0	0
XLOC_002008	XLOC_002008	0.674024	0	0	0.692872	0	0	1.07731	0	0
XLOC_002009	XLOC_002009	0.618409	0	0	0.341052	0	0	1.81223	0	0
XLOC_002012	XLOC_002012	0	0	0.322943	0	0	0.472995	0	0	1.94791
XLOC_002013	XLOC_002013	0	0	1.36734	0	0	1.62351	0	0	2.87281
XLOC_002018	XLOC_002018	0	0	0	0.681041	0	0	0.220568	0	0
XLOC_002029	XLOC_002029	0	3.36545	0	0	2.72178	0	0	2.78295	0
XLOC_002031	XLOC_002031	0	0	1.00521	0	0	1.28214	0	0	3.94532
XLOC_002033	XLOC_002033	0.540583	0	0	0.257575	0	0	0.337984	0	0
XLOC_002038	XLOC_002038	44.7683	0	0	57.4892	0	0	52.5182	0	0
XLOC_002041	XLOC_002041	0	15.4832	0	0	12.3277	0	0	6.98416	0
XLOC_002046	XLOC_002046	0	0.462053	0	0	0.552055	0	0	0.19779	0
XLOC_002047	XLOC_002047	0	0	0.728272	0	0	3.67439	0	0	1.52805
XLOC_002051	XLOC_002051	0	0	22.795	0	0	22.7223	0	0	25.081
XLOC_002052	XLOC_002052	0	0	0.353291	0	0	1.67474	0	0	1.21946
XLOC_002054	XLOC_002054	0	1.17451	0.800022	0	0.189563	0.303566	0	0.621537	0.483785
XLOC_002055	XLOC_002055	0	1.57888	0	0	0.103459	0	0	0.121274	0
XLOC_002056	XLOC_002056	6.4238	2.57943	121.141	3.84535	0.785574	89.9335	10.0579	0.723055	115.904
XLOC_002057	XLOC_002057	0	1.46265	0	0	0.750721	0	0	0	0
XLOC_002058	XLOC_002058	0	0.735006	0	0	0.0390624	0	0	0.14693	0
XLOC_002059	XLOC_002059	0	1.1462	0.132217	0	0.469678	0.168338	0	0.836733	0.175615
XLOC_002061	XLOC_002061	0	0	1.39687	0	0	1.3909	0	0	1.05859
XLOC_002062	XLOC_002062	0.0722785	0	0	0.689194	0	0	0.559191	0	0
XLOC_002064	XLOC_002064	32.0294	0	0	37.038	0	0.225241	41.31	0	1.21348
XLOC_002065	XLOC_002065	0	0	0.229191	0	0	0.129004	0	0	1.00971
XLOC_002066	XLOC_002066	0	0	0.34358	0	0	0.345023	0	0	0.98419
XLOC_002067	XLOC_002067	0	0	0.0980626	0	0	0.543268	0	0	1.31629
XLOC_002068	XLOC_002068	0	0	0.763298	0	0	0.3065	0	0	0.527098
XLOC_002069	XLOC_002069	0	0	0.533763	0	0	0.740502	0	0	0.897965
XLOC_002070	XLOC_002070	0	0	1.10796	0	0	0.813476	0	0	1.13225
XLOC_002071	XLOC_002071	0	0	1.3124	0.283666	0	0.459817	0.109197	0	1.21989
XLOC_002073	XLOC_002073	0.068577	0	0	0	0	0	0	0	0
XLOC_002074	XLOC_002074	0.138352	0	0	0.125526	0	0	0.214103	0	0
XLOC_002075	XLOC_002075	0	0.474495	0	0	0.46958	0	0	1.95924	0
XLOC_002076	XLOC_002076	0.164753	1.32268	0	0	1.52983	0	0.104024	2.73134	0
XLOC_002077	XLOC_002077	0	0	0	0.227332	0	0.537266	0.409044	0	0.914461
XLOC_002082	XLOC_002082	37.4041	0	0	44.2179	0	0	38.6344	0	0
XLOC_002083	XLOC_002083	0.0708808	0	8.33912	0	0	3.84241	0.092274	0	4.17356
XLOC_002084	XLOC_002084	0	0	5.05591	0	0	4.3047	0	0	7.0681
XLOC_002085	XLOC_002085	0.47279	0	10.7944	0	0	3.81525	0	0	1.84964
XLOC_002086	XLOC_002086	0.371087	0	0	0.31964	0	0	0.196843	0	0
XLOC_002087	XLOC_002087	0.261252	0	0	0.173278	0	0	0.119809	0	0
XLOC_002088	XLOC_002088	0.0666227	0	0	0.233995	0	0	0.0867793	0	0
XLOC_002091	XLOC_002091	0.175336	0	0	0.164368	0	0	0.33095	0	0
XLOC_002092	XLOC_002092	0.35143	0	0	0.297138	0	0	0.114365	0	0
XLOC_002094	XLOC_002094	0	0.80252	3.16325	0	1.29753	2.3009	0	3.97046	1.36353
XLOC_002095	XLOC_002095	0	0	106.236	0	0	34.129	0	0	37.3064
XLOC_002099	XLOC_002099	0	0	1.52229	0	0	2.59101	0	0	3.17759
XLOC_002100	XLOC_002100	35.9839	0	0	60.7863	0	0	50.5098	0	0
XLOC_002101	XLOC_002101	0.0709812	0	0.890467	0.173546	0	1.11849	0.272841	0	0.810399
XLOC_002103	XLOC_002103	0	0.236497	0.242822	0	0.0871722	0.281581	0	0	0.207955
XLOC_002104	XLOC_002104	0	0	0.530568	0	0	0.760174	0	0	0.278844
XLOC_002105	XLOC_002105	0	0	0.706291	0	0	0.413753	0	0	0.247012
XLOC_002106	XLOC_002106	2.32402	0	0	1.84442	0	0	1.23339	0	0
XLOC_002108	XLOC_002108	0	0	1.44464	0	0	2.43333	0	0	0.814092
XLOC_002109	XLOC_002109	0	0	0.526127	0	0	1.0446	0	0	0.231571
XLOC_002110	XLOC_002110	0	0.140154	0	0	0.0724697	0	0	0.66485	0
XLOC_002112	XLOC_002112	0	0.536389	0	0	3.68435	0	0	1.53656	0
XLOC_002114	XLOC_002114	0	0	0.0471025	0	0	0.664682	0	0	0.617479
XLOC_002116	XLOC_002116	0	17.7641	0	0	22.9599	0	0	25.2782	0
XLOC_002117	XLOC_002117	0	0	0	0	1.66682	0	0	1.21455	0
XLOC_002118	XLOC_002118	0	0.420658	0	0	0.341298	0	0	2.2397	0
XLOC_002119	XLOC_002119	0	0.173275	1.73688	0	0.966787	1.85852	0	0.705613	2.2166
XLOC_002120	XLOC_002120	0.558065	45.4925	4.01997	0.595432	44.3575	4.47107	2.22706	49.3391	3.72307
XLOC_002121	XLOC_002121	0	0.2936	0	0	1.08044	0	0	0.764619	0
XLOC_002122	XLOC_002122	0	94.4912	0	0	80.65	0	0	104.96	0
XLOC_002124	XLOC_002124	5.42017	0	0.330701	9.91653	0	0.560569	8.10917	0	0.326719
XLOC_002125	XLOC_002125	0	0.111825	0	0	0.0595526	0	0	0	0
XLOC_002126	XLOC_002126	0	0.46906	0	0	0.175757	0	0	0.178748	0
XLOC_002128	XLOC_002128	0	1.01224	0	0	1.69418	0	0	1.33154	0
XLOC_002131	XLOC_002131	0.441157	0.130946	0	0	0.224267	0	0.113371	1.20443	0
XLOC_002132	XLOC_002132	0	0.286664	0	0	0.298898	0	0	0.879562	0
XLOC_002133	XLOC_002133	0	0.158812	0	0	0.127741	0	0	1.00351	0
XLOC_002134	XLOC_002134	0	0.0746317	0	0	0.342374	0	0	0.976368	0
XLOC_002135	XLOC_002135	0	0	0	0	0.364215	0	0	0.48839	0
XLOC_002136	XLOC_002136	0	0.0994438	0	0	0.539123	0	0	1.3108	0
XLOC_002137	XLOC_002137	0	0.502218	0	0	1.12255	0	0	0.844112	0
XLOC_002138	XLOC_002138	1.08801	0.719796	0	0.687511	0.857328	0	1.08522	1.15524	0
XLOC_002139	XLOC_002139	2.36317	0.503793	0	4.96418	0.538631	0	3.92185	1.05372	0
XLOC_002142	XLOC_002142	0.146124	0	0	0.447487	0	0	0.195827	0	0
XLOC_002143	XLOC_002143	0.137305	0	0	0	0	0	0	0	0
XLOC_002144	XLOC_002144	0	0	0	0.373025	0	0	0.140298	0	0
XLOC_002146	XLOC_002146	0.150515	0	0	0.480777	0	0	0.400324	0	0
XLOC_002147	XLOC_002147	0	0	0	0.556353	0	0	0.702642	0	0
XLOC_002148	XLOC_002148	0	0	3.50966	0	0	0.407597	0	0	0.701631
XLOC_002149	XLOC_002149	0	33.2056	0	0	17.9486	0	0	31.8964	0
XLOC_002150	XLOC_002150	0	4.60962	11.5585	0	4.27621	17.1321	0	7.00734	16.6917
XLOC_002151	XLOC_002151	0	0.433874	0	0	0.443873	0	0	0.588573	0
XLOC_002152	XLOC_002152	0.165005	2.91495	0	3.67835	1.42544	0	1.30436	3.10196	0
XLOC_002153	XLOC_002153	0	2.94893	0	0	5.95858	0	0	3.85155	0
XLOC_002154	XLOC_002154	0	4.76074	0	0	1.31706	0	0	3.1843	0
XLOC_002156	XLOC_002156	0	0	27.8928	0	0	156.769	0	0	61.3838
XLOC_002163	XLOC_002163	0	2.09952	0	0	2.31068	0	0	1.36778	0
XLOC_002167	XLOC_002167	0.0926417	1.57075	0	0.392821	2.55861	0	0.593369	3.03795	0
