	tilTemra_001	tilTemra_002	tilTemra_003	pTemra_004	pTemra_005	pTemra_006
XLOC_000194	0.173314	0	8.37251	0.677295	0	7.29767
XLOC_000195	0.142083	0	0	0.643351	0	0
XLOC_000196	0.0678206	0	1.63858	2.0387	0	0.104098
XLOC_000197	0	0	0.177557	0	0	0.185561
XLOC_000198	1.77529	0	0	0.832098	0	0
XLOC_000199	0	0	0	0	0	0.911561
XLOC_000201	0	10.6112	0	0	9.34137	0
XLOC_000202	0	1.05624	0	0	6.70159	0
XLOC_000203	0	0	0	0	1.06445	0
XLOC_000204	0	0.226875	0	0	1.1553	0
XLOC_000206	0	1.81263	0	0	0.588527	0
XLOC_000207	0	0.10694	0	0	0.285603	0
XLOC_000208	0	0.42558	0	0	0.18352	0
XLOC_000210	0.695108	0.210571	0	0.927402	0.906377	0
XLOC_000212	0.234569	0	0	0.0761063	0	0
XLOC_000214	44.6377	0	0	25.0882	0	0
XLOC_000216	0	0	21.5682	0	0	0.627342
XLOC_000219	0	0	1.52173	0	0	0.859251
XLOC_000220	0	0	0.135499	0	0	0.923994
XLOC_000222	0	0	0.0650817	0	0	1.14659
XLOC_000223	0	0	0.0767666	0	0	0.438673
XLOC_000224	0	0	0	0	0	0.52347
XLOC_000225	0	0	0	0	0	0
XLOC_000226	0	0	1.65929	0	0	0
XLOC_000227	0	1.66529	0.307444	0	2.57492	0.21763
XLOC_000229	9.88596	20.2545	0	8.98441	0.627032	0
XLOC_000230	0	0	1.38287	0	0	3.74475
XLOC_000231	0.202667	0	0	0	0	0
XLOC_000232	0.659756	0.638421	0	0.608873	0.838989	0
XLOC_000233	0.23065	0	0.644309	0.453252	0	0.595702
XLOC_000234	0.400054	0.0600131	0.699939	0.129675	1.13628	0.798186
XLOC_000235	0	0	0.745473	0	0.435744	0.596591
XLOC_000236	0.0483551	0	0.743782	0.122812	0.519101	1.06627
XLOC_000237	0.377446	0	2.95435	0.216642	0	0.197672
XLOC_000238	0.366167	0.88412	0.894185	0.0914899	0	0.97282
XLOC_000239	0	0.783069	0.612738	0	0	1.14651
XLOC_000240	0.215392	0.249685	0.240937	0.616185	0.216469	1.46773
XLOC_000241	0.222166	0.254374	1.07049	0.391979	0.557219	0.542361
XLOC_000242	0	0	1.20844	0	0	2.31423
XLOC_000243	0	0	0.758473	0.352932	0	1.96031
XLOC_000244	0	3.40177	1.20878	0	3.79458	1.08362
XLOC_000245	0	0	1.70259	0	0	1.32284
XLOC_000246	0	0	0.524131	0	0	0.70331
XLOC_000247	0	1.23514	0	0	0.916599	0
XLOC_000248	0	0.908644	2.17419	0	1.12241	0.137515
XLOC_000249	0	1.05136	1.8711	0	0.489736	0
XLOC_000250	0	0.464954	2.20418	0	0.610707	0.0645259
XLOC_000251	0	0.756756	4.1959	0	0.470488	0.222695
XLOC_000252	0	0.275765	34.6048	0	1.75299	27.169
XLOC_000253	49.1207	0.648489	0	37.8866	1.33727	0
XLOC_000254	0	0.937599	0	0	1.25386	0
XLOC_000255	0	1.31574	0	0	0.923403	0
XLOC_000256	0	0.578447	2.88191	0	0.637158	1.89651
XLOC_000257	0	0.354077	0	0	0.854169	0
XLOC_000258	0	6.80359	0	0	0.272216	0
XLOC_000260	0	1.50374	0	0	0.177837	0
XLOC_000261	0.431873	1.06768	0	1.47516	0.0564766	0
XLOC_000262	0.546025	0.27182	0	0.715833	0	0
XLOC_000263	0	0.826907	0	0	0.0610878	0
XLOC_000264	0.0649624	0.81854	0	1.13595	0.198169	0
XLOC_000265	0	33.5578	0	0.431415	28.1639	0
XLOC_000266	0	0	0	0.512048	0	0
XLOC_000267	1.26816	0	0	0	0	0
XLOC_000268	0.771434	0	0	0	0	0
XLOC_000269	0.24435	0	0	0.213499	0	0
XLOC_000270	0.221896	0	1.68357	0.484757	0	0.380391
XLOC_000273	3.39783	0	0	3.81069	0	0
XLOC_000275	0.278533	0	0	0.468498	0	0
XLOC_000276	0.0611001	0	0	0.079018	0	0
XLOC_000278	1.22115	0	0.389608	0.906465	0	0.171263
XLOC_000279	0.89946	0	0.172177	1.11155	0	0.123364
XLOC_000280	1.04235	0	0	0.486227	0	0
XLOC_000281	0.460128	0	0	0.604673	0	0
XLOC_000282	0.749651	0	0	0.466306	0	0
XLOC_000283	0.197089	0	0	1.26237	0	0
XLOC_000284	0.635829	0	0	1.3078	0	0
XLOC_000285	1.02365	0	0	0.969486	0	0
XLOC_000286	0.39583	0	0	0.663807	0	0
XLOC_000288	1.27205	0	0	0.14909	0	0
XLOC_000289	0.945502	0	0	0.0500155	0	0
XLOC_000290	0.66347	0	0	0.0455864	0	0
XLOC_000291	0.812823	0.283835	0	0.196979	0.124037	0
XLOC_000292	31.8585	0.501429	0	26.0883	0.122512	0
XLOC_000295	0	0	1.34169	0	0	1.59037
XLOC_000302	0	0.935927	0	0	0	0
XLOC_000303	0	0.766134	0	0	0	0
XLOC_000307	0.159264	0	0	0.413048	0	0
XLOC_000309	0	0.82559	1.95179	0	0.828627	1.16539
XLOC_000311	0.0935211	0	0	0	0	0
XLOC_000313	0.414275	0	0	0.21294	0	0
XLOC_000314	0.125433	0	0	0.491074	0	0
XLOC_000322	0.344131	0	0	0.118878	0	0
XLOC_000323	0	0	0.0312092	0	0	0.218795
XLOC_000327	0	0	0	0	0	0.10123
XLOC_000332	0.920883	0	0	0	0	0
XLOC_000333	0.755835	0	0	0	0	0
XLOC_000336	0	0.0331901	0	0	0.218027	0
XLOC_000337	0.177758	0	0	0.382889	0	0
XLOC_000340	0.819573	0	0	0.820835	0	0
XLOC_000343	0	0	0	0	0	0
XLOC_000347	0.967784	0	0	0.774716	0	0
XLOC_000350	0	0	2.04692	0	0	0.674484
XLOC_000352	0	0	0.415965	0	0	0.771355
XLOC_000353	0	0	0.687585	0	0	0.352757
XLOC_000354	0	0	1.20281	0	0	1.25688
XLOC_000362	0	0	0.101055	0	0	0
XLOC_000363	0	0.805935	0.556154	0	0.628253	0.0976194
XLOC_000364	0	0	0.73956	0	0	0.407387
XLOC_000365	0.243234	0.764786	1.15998	0.0528008	1.18655	0.292184
XLOC_000366	0	0.300668	0.3566	0	0.279338	0.16888
XLOC_000367	0	2.85541	0.130323	0	2.23035	0.544892
XLOC_000368	0	0	79.7904	0	0	165.637
XLOC_000370	0.0325697	0	0	0.213675	0	0
XLOC_000371	0	0	0.6121	0	0	1.34319
XLOC_000372	0	0	1.57688	0	0	1.83548
XLOC_000375	0	0.763998	0	0	0	0
XLOC_000376	0	0.791314	0	0	0	0
XLOC_000377	0	0.606956	0	0	0.430891	0
XLOC_000378	0	0.731174	0	0	0.450278	0
XLOC_000379	0	1.21095	0	0	0.227282	0
XLOC_000380	0.213482	0.139192	0	0.549852	0.449179	0
XLOC_000381	0.261225	0.73766	0	0.338212	0.281914	0
XLOC_000382	0	0.121292	0	0	0	0
XLOC_000383	0	0.116809	0	0	0.0762701	0
XLOC_000384	0	0	0	0	0.284925	0
XLOC_000385	0	0.375832	0	0	0.248623	0
XLOC_000386	0	92.7559	0	0	155.776	0
XLOC_000391	0	0.741859	0	0	0.975308	0
XLOC_000392	0	1.2491	24.0642	3.62682	1.34354	41.9668
XLOC_000394	0	0	0	0.271462	0	0
XLOC_000395	0.293352	0	0	0.400191	0	0
XLOC_000396	0.0838383	0	0	0	0	0
XLOC_000398	0	0	0.0676136	0	0	0.636012
XLOC_000399	0	2.22065	0.237951	0	2.46463	2.41614
XLOC_000400	0	0.0859929	0.0535123	0	0.228993	0.548663
XLOC_000401	0	0.163954	0	0	0	0
XLOC_000403	0.809429	0	0	0.628515	0	0
XLOC_000405	0.539777	0	0	0.850353	0	0
XLOC_000406	0.512807	0	0	0.443118	0	0
XLOC_000407	0.297039	0	0	0.275614	0	0
XLOC_000408	2.83116	0	0	2.21155	0	0
XLOC_000412	0	0.810978	0	0	0.094086	0
XLOC_000414	0.113128	0	0	0.147303	0	0
XLOC_000416	0	29.5428	0	0	40.7353	0
XLOC_000417	0.752042	0	0	0	0	0
XLOC_000418	0.781308	0	0	0	0	0
XLOC_000419	0.275662	0	0	0.0603343	0	0
XLOC_000420	0.454075	0	0	0.296563	0	0
XLOC_000421	0.67213	0	0.726488	0.471437	0	2.35597
XLOC_000422	1.20086	0	0	0.225475	0	0
XLOC_000423	0.138084	0.191571	0	0.415165	0.664261	0
XLOC_000424	0.361475	0.31309	0	0.180079	0.690208	0
XLOC_000425	0.119884	0.0839896	0	0	0.542418	0
XLOC_000426	0.115351	0	0	0.0750242	0	0
XLOC_000427	0.223463	0	0	0.194089	0	0
XLOC_000428	0.368339	0	0	0.242712	0	0
XLOC_000429	91.999	0	0	151.726	0	0
XLOC_000432	0	0	0	0	0	0
XLOC_000433	2.15281	0	0	2.57944	0	0
XLOC_000434	0.803699	0	0	1.68086	0	0
XLOC_000435	0.224134	0	0	0.284544	0	0
XLOC_000440	0	0	0.809433	0	0	0.400764
XLOC_000442	2.18968	0	0	2.42185	0	0
XLOC_000443	0.0844147	0	0	0.224322	0	0
XLOC_000444	0.160881	0	0	0	0	0
XLOC_000446	0	0.359345	0	0	1.24938	0
XLOC_000450	0	0	0	0	0	0.987711
XLOC_000455	0.471103	0	0	0.333884	0	0
XLOC_000459	29.1337	0	0	40.3966	0	0
XLOC_000460	0	0	0.565729	0	0	0.556954
XLOC_000462	1.04656	0	0	0	0	0
XLOC_000464	0	10.1314	0	0	6.57306	0
XLOC_000467	0.188604	0	0.195526	0.652303	0	0.661865
XLOC_000468	0.309652	0	0	0.830516	0	0
XLOC_000469	0.0828275	0	2.00099	0.534897	0	2.08782
XLOC_000470	0.330719	0	0	0.218233	0	0
XLOC_000473	0	0.416253	0	0	1.23897	0
XLOC_000476	0	0	0.301405	0	0	0.339468
XLOC_000477	0.544576	0	0	0.421442	0	0
XLOC_000483	0	1.24814	0	0	0.683874	0
XLOC_000485	0	0	6.96876	0	0	9.93948
XLOC_000487	0	0	0.108875	0	0	1.37759
XLOC_000489	0	25.8475	0	0	18.4891	0
XLOC_000490	0	0.175233	0	0	0.615838	0
XLOC_000491	0	0.0754961	2.33709	0	0.304497	2.54793
XLOC_000492	0.361722	0.0615323	0	1.26259	0.157815	0
XLOC_000495	0	0	0.20386	0	0	1.38802
XLOC_000496	0	0	0.397462	0	0	1.82728
XLOC_000500	0	0.327858	0	0	0.356318	0
XLOC_000504	0	4.64043	0	0	3.52432	0
XLOC_000508	0	10.1063	0	0	9.87584	0
XLOC_000510	10.066	0.104333	0	6.48394	1.36957	0
XLOC_000512	0	0	0	0.324262	0	0
XLOC_000513	0.0697323	0	0	0.0908359	0	0
XLOC_000514	0	1.59848	0	0	2.54312	0
XLOC_000518	0	1.14734	7.56558	0	2.45093	21.5589
XLOC_000521	0	0	0	0	0	0
XLOC_000522	0	0	0	1.10413	0	0
XLOC_000523	0.144953	0	0	1.13157	0	0
XLOC_000524	0.40988	0	0	1.20983	0	0
XLOC_000533	0	0	3.48476	0	0	2.59784
XLOC_000534	0.43259	0	0	0.0941284	0	0
XLOC_000536	0.824998	0	111.716	0.473128	0	127.604
XLOC_000540	0	11.9533	0	0	21.5044	0
XLOC_000542	25.9839	0	0	19.6788	0	0
XLOC_000543	0.171814	0	31.654	0.603992	0	8.00817
XLOC_000544	0.0744908	0	0	0.299104	0	0
XLOC_000546	0	0	149.002	0	0	19.104
XLOC_000548	0	0	44.4637	0	0	10.4237
XLOC_000550	0	0	0	0	0	0.152575
XLOC_000552	0.266799	0	0	0.395958	0	0
XLOC_000553	0.158911	0	0	0.308873	0	0
XLOC_000554	0	0	0	0	0	0
XLOC_000555	0.287848	0.641952	0	0	1.27117	0
XLOC_000556	0.2613	1.5492	0	0.330622	2.20346	0
XLOC_000559	0	136.324	0	0	136.874	0
XLOC_000560	4.73146	0	0	3.91783	0	0
XLOC_000562	0	0	5.54028	0	0	5.64096
XLOC_000564	9.99049	0	0	9.75453	0	0
XLOC_000565	0	0	0.533148	0	0	1.00247
XLOC_000566	0	38.8746	0.0730525	0.592027	8.01541	0.257705
XLOC_000567	0.0657216	0	0.130935	1.10487	0	1.10323
XLOC_000571	1.58078	0	0	2.52574	0	0
XLOC_000572	0	0	36.5461	0	0	26.53
XLOC_000573	0	0	0	0.112226	0.167727	0
XLOC_000574	0.0809175	0	0	0	0	0
XLOC_000575	0	0	0	0	0	0.647353
XLOC_000577	1.09996	0	0	2.37847	0	0
XLOC_000578	0	0.648946	0.917681	0	0.815619	1.2452
XLOC_000579	0	0	0	0.237339	0	0
XLOC_000580	0	0	0	0.129808	0	0
XLOC_000581	0.108896	0	0	0.282023	0	0
XLOC_000582	0	0	0	0.146706	0	0
XLOC_000583	0	0	0	0	0	0
XLOC_000584	0.159746	0	0	0.104249	0	0
XLOC_000586	0	3.41641	0.981131	0	5.65085	5.67016
XLOC_000587	0	0	0.243047	0	0	1.01384
XLOC_000588	0	0	0.267481	0	0	1.12261
XLOC_000589	0	0.290282	0.31084	0	0.902927	1.01224
XLOC_000593	0	0	5.88654	0	0	8.61601
XLOC_000594	0	42.5092	0	0	26.514	0
XLOC_000597	0	0	0	0	0.643256	1.92111
XLOC_000598	0	0	0.270269	0	0	0.43452
XLOC_000599	0	0	0.878682	0	0	1.32838
XLOC_000603	0.130604	0	0	0.0810131	0	0
XLOC_000606	11.7925	0.646778	68.656	21.2239	0.604559	55.1975
XLOC_000609	0	0	0	0	0	0
XLOC_000610	0	0.9891	0	0	5.64548	0
XLOC_000611	0	0.24022	0	0	1.00743	0
XLOC_000612	0	0.420691	0	0	1.11678	0
XLOC_000613	0.422369	0.287854	0	0.218677	1.03618	0
XLOC_000615	0	0	17.4987	0	0	11.3483
XLOC_000617	0	0.242949	0	0	0.0524362	0
XLOC_000618	0	9.58469	0	0	8.62534	0
XLOC_000621	0	0	1.50765	0	0	0.566909
XLOC_000622	0	0.337837	0	0	0.910273	0
XLOC_000623	0.623381	0.667349	0	1.24225	1.23696	0
XLOC_000624	1.44044	0	0.0504689	2.11555	0	1.41684
XLOC_000625	0	0	0	0	0	1.10868
XLOC_000626	0	0	0.176625	0	0	1.11564
XLOC_000627	133.975	0	0.139867	134.107	0	1.57494
XLOC_000628	0	0	41.3092	0	0	51.6506
XLOC_000630	0	52.41	0	0	55.0892	0
XLOC_000634	38.7084	0	0	7.84139	0	0
XLOC_000635	0	0	0.0326313	0	0	0
XLOC_000637	0	14.9125	0	0	11.2893	0
XLOC_000638	0	0	1.09699	0	0	1.45237
XLOC_000641	0.207538	0.178032	0	0.265634	0.223172	0
XLOC_000642	0	0	0	0.183693	0	0
XLOC_000644	0	0	0	0	0	10.7661
XLOC_000646	0	0.194055	0	0	0.825478	0
XLOC_000647	0.652113	0	0	0.823634	0.538452	0
XLOC_000648	0	0.360987	0	0	0	0
XLOC_000649	0	0.0703337	0	0	1.10911	0
XLOC_000650	0	0.158275	0	0	1.04658	0
XLOC_000651	0	52.0084	0	0	53.9152	0
XLOC_000655	3.36736	0	75.6797	5.58835	0	3.45928
XLOC_000656	0	0	0.101146	0	0	0
XLOC_000657	0	0	0	0	0	0.0934863
XLOC_000658	0.304723	0	0	0.798758	0	0
XLOC_000659	0.384657	0	0	0.496524	0	0
XLOC_000660	0.310034	0	26.603	0.134636	0	38.4167
XLOC_000661	0.196967	0.50456	0	0.525651	1.46021	0
XLOC_000662	0.236527	0.0776201	0	0.0808438	0.200714	0
XLOC_000663	0	0.0556303	0	0	0.65523	0
XLOC_000665	49.2528	0.335699	0	30.4654	0.57299	0
XLOC_000666	0	0	0.0923296	0	0	1.97932
XLOC_000667	0	0	0.21661	0	0	1.83761
XLOC_000668	0	0	0	0.165083	0	0
XLOC_000669	0	0	0	0.632169	0	0
XLOC_000670	0	10.8096	3.09168	0.2734	10.7389	1.65423
XLOC_000671	0.0364463	0	2.41164	0.521903	0	1.27773
XLOC_000672	0	0	0.955497	0	0	1.02063
XLOC_000673	0	0	1.20598	0	0	0.647448
XLOC_000674	1.49654	0	0.697112	0.990901	0	0.447211
XLOC_000676	0	0	1.14035	0	0	1.09819
XLOC_000677	0	0	0.998408	0	0	1.14271
XLOC_000678	0	0	0.536912	0	0	0.904255
XLOC_000679	0.44845	0	0.536629	0.438492	0	1.40909
XLOC_000680	0	0	0.222497	0	0	1.62915
XLOC_000681	0	103.193	1.77989	0	5.60234	1.2214
XLOC_000682	0	0.0371811	1.18765	0	0	0.780119
XLOC_000683	0.959427	0	1.05435	5.48749	0	1.62474
XLOC_000684	0.224212	1.36845	0	0.295234	0	1.29561
XLOC_000685	0.225519	0.850847	0.222452	0.939716	0	0.820042
XLOC_000686	0.414284	0.959479	0	1.09445	0.0515508	0
XLOC_000687	0.289521	0	0	1.15509	0	0
XLOC_000688	0.267154	26.4861	0	0.958128	40.8538	0
XLOC_000691	0	0	4.17145	0	0	1.33288
XLOC_000693	0.240741	13.6344	0.965032	0.05192	21.1558	1.34296
XLOC_000694	9.41396	0.240637	0	8.46576	1.96893	0
XLOC_000695	0	0	0	0	1.1186	0
XLOC_000698	0.337759	0	0	0.912265	0	0
XLOC_000699	0.653971	1.18235	0.144242	1.20767	1.47772	0.0202756
XLOC_000700	0	0.216999	0	0	0.715742	0
XLOC_000701	0	0.367528	0	0	1.05091	0
XLOC_000702	0	0	0	0	0.321803	0
XLOC_000703	0	0.393743	0	0	0.530099	0
XLOC_000704	0	0.25774	0	0	0.44738	0
XLOC_000706	50.8069	0	0.189265	53.266	0	1.37508
XLOC_000708	0	0	0.15237	0	0	0.0622934
XLOC_000712	0	1.32684	0	0	1.10871	0
XLOC_000713	0	0.403371	0	0	0.60386	0
XLOC_000717	14.6755	0	0	11.0889	0	0
XLOC_000718	0	0	0	0	0	0
XLOC_000719	0	0.0615924	0	0	0.0200479	0
XLOC_000721	0	0	0	0.595552	0	0
XLOC_000722	0	0	0	0.245461	0	0
XLOC_000723	0.0918491	0	0	0.236612	0	0
XLOC_000725	0	0	0.223324	0	0	0.216167
XLOC_000726	0.413124	0	0	0.594494	0	0
XLOC_000728	0	0	0.866305	0	0	0.603593
XLOC_000729	0.0792757	0	0.409826	0.628857	0	0.38328
XLOC_000730	0.357399	0	0.163055	0	0	0.30003
XLOC_000731	0.0830668	0	1.67382	0.940704	0	1.13708
XLOC_000732	0.155775	0	0.362322	1.02727	0	0.73901
XLOC_000733	45.089	0	0.444926	48.1334	0	0.620557
XLOC_000734	0	0	0.0724237	0	0	0.44999
XLOC_000735	0	0	0.310363	0	0	0.367567
XLOC_000736	0	0	0	0	0	0.219058
XLOC_000737	0	0	0.203561	0	0	0.267717
XLOC_000738	0	0	0.311767	0	0	0.378796
XLOC_000739	0	0	0.496487	0	0	0.46845
XLOC_000740	0	0	0	0	0	0
XLOC_000742	0	0	1.5406	0	0	0.188449
XLOC_000743	0.500037	0	2.08592	1.43741	0	1.79751
XLOC_000744	0.0765216	0	1.35069	0.197671	0	1.47754
XLOC_000745	0.0547649	0.464285	0.447817	0.643492	0.261696	0.272004
XLOC_000746	0	0	0.529226	0	0	0.212175
XLOC_000747	0.144806	0	0	0.472221	0	0
XLOC_000748	0.335424	0	0	0.708237	1.48832	0
XLOC_000749	0.329917	0.587371	0	0.563086	1.51764	0
XLOC_000750	0	0.346961	0	0	0.354257	0
XLOC_000751	0	0.258489	0	0	0.528741	0
XLOC_000754	5.69471	1.48571	1.69097	5.33105	1.02619	2.84519
XLOC_000755	0	0.667962	1.97857	0	1.49947	3.19573
XLOC_000756	0	0	1.64425	0	0.254853	0.812026
XLOC_000757	0	0	1.26689	0	0.707851	1.18655
XLOC_000758	0	0.759169	1.64248	0	1.50456	2.0504
XLOC_000759	0	0.0565924	1.50921	0	0.288416	3.40403
XLOC_000760	0	0.34839	0	0	0.401835	0
XLOC_000761	0	0.0590955	1.18461	0	0.315171	0.826581
XLOC_000762	0	0.284453	0.291133	0	0.265518	0.461998
XLOC_000763	0.54276	0	0.335264	0.70453	0	0.3544
XLOC_000764	0.149656	0	0.315067	0.464091	0	0.274725
XLOC_000765	0.356382	0	0.0910368	0.466192	0	0.503248
XLOC_000766	0	0	0	0	0	0
XLOC_000767	0	0	0.0729489	0	0	0.0299972
XLOC_000768	0	0	0.138027	0	0	0.0856891
XLOC_000769	0	0	1.17128	0	0	0.176933
XLOC_000770	102.293	2.32409	0	5.82154	2.92094	0
XLOC_000771	0.0367955	0.540116	0	0	3.18514	0
XLOC_000772	0	0.40275	0.213442	0	1.54659	0.270623
XLOC_000773	0.682479	0.941329	0.238686	0.0364389	1.91082	0
XLOC_000774	0	2.3121	0	0	3.38227	0
XLOC_000775	22.6504	0	0	34.2251	0	0
XLOC_000776	0	0.406343	0	0	0.452386	0
XLOC_000777	0	0.332567	1.0007	0	0.237019	0
XLOC_000778	0	0.0642228	0.844645	0	0.165422	0.611075
XLOC_000779	0	0.493513	0.703806	0	0.173278	0.178313
XLOC_000780	0	0.820519	0	0	0.0966517	0
XLOC_000781	0.304286	1.94568	0.296482	0.405737	0.334371	0.456876
XLOC_000782	0	0	0.635738	1.97709	0	0.184773
XLOC_000783	0.273107	0	0.919526	1.67348	0	0.59077
XLOC_000784	0	0.902484	0.747156	1.04989	1.54299	0.304335
XLOC_000785	0	0	0.322913	0	0	0.0817571
XLOC_000786	0	0	0.302331	0	0.26871	0.356452
XLOC_000787	0	0.091165	0.544603	0	0	0.527373
XLOC_000788	1.12722	0	0.654631	1.40083	0	0
XLOC_000789	0.262819	0	0.764529	0.822403	0	0.125691
XLOC_000790	0	0.97443	0.624958	0.312645	0	0.242739
XLOC_000791	0.327912	0	0.634812	0.501146	0	0.193233
XLOC_000792	0.222162	0.587778	0.859588	0.38685	0	0.356049
XLOC_000793	0	3.11639	0	0	0.608523	0
XLOC_000794	0	0.68293	0	0	0.185854	0
XLOC_000795	0	0	0	0	0	0
XLOC_000796	0	0.476236	1.02894	0	0	0.787608
XLOC_000797	0	0	35.8642	0	0	42.4307
XLOC_000798	0	0.629905	0	0	0.0920853	0.422261
XLOC_000799	0	0.45009	0	0	0.354372	0
XLOC_000800	0.395912	0	0	0.591443	0	0
XLOC_000801	0.120931	0.103459	0	0.470663	0.133997	0
XLOC_000802	0	0.33956	0	0	0.325923	0
XLOC_000803	0	0.575769	0	0	0.260292	0
XLOC_000804	0	0.28911	0	0	0.293094	0
XLOC_000805	0	1.08783	0.685372	0	0.626266	0.678737
XLOC_000806	0	0	0	0	0	0
XLOC_000807	0.0609241	0	0	0.0197871	0	0
XLOC_000809	0	0.450475	0	0	0.818222	0
XLOC_000810	0	32.0383	0	0	37.7092	0
XLOC_000811	0	1.33329	0.4662	0	0.424014	0.233159
XLOC_000815	0.580349	0	0	1.0726	0	0
XLOC_000818	0	0.914952	0	0	0.81652	0
XLOC_000820	0	0	1.18751	0	0	1.76244
XLOC_000821	0.23134	0	3.96716	0.296099	0	0.990766
XLOC_000822	0	0	5.91593	0	0	1.79332
XLOC_000823	0	0	12.5651	0	0	9.40226
XLOC_000824	0	0.57785	0.922095	0	0.318166	0
XLOC_000826	0	0	2.03537	0	0	1.29332
XLOC_000828	0	0	0.529126	0	0	2.44042
XLOC_000829	0	0	1.74786	0	0	1.88233
XLOC_000830	0	0	21.9052	0	0	24.0184
XLOC_000831	0	0	0.130968	0	0	0.590663
XLOC_000832	0	0	0	0	0	0
XLOC_000833	0.454422	2.94274	0.195359	0.255528	1.00436	0.928896
XLOC_000834	0	1.63892	0.0761491	0	1.87722	0.442542
XLOC_000835	0	1.43184	0.228253	0	1.80451	0.490137
XLOC_000836	0	1.47411	0.188499	0	0	0.451866
XLOC_000837	0	0	0	0.902764	0	1.89601
XLOC_000838	0.307101	9.36618	0	0.478688	1.94103	0
XLOC_000839	0.0997531	0	0	0.296342	0	0
XLOC_000840	0.955558	0	0	0.46622	0	0
XLOC_000841	0.254211	0	24.7859	2.58015	0	16.2788
XLOC_000842	0.29754	1.47838	1.62383	0.701958	1.87089	2.08974
XLOC_000843	0.138658	30.0711	2.28091	0.5356	23.839	3.32311
XLOC_000844	0.305949	0.0558361	3.16702	0.283933	0.583317	2.57861
XLOC_000845	0.263738	0.144814	1.44315	0.388224	0.775723	1.47237
XLOC_000846	0.25264	0.0317216	14.181	0.432125	0.435523	5.55192
XLOC_000847	0	0.197453	1.89402	0	0.533661	1.25296
XLOC_000848	0	0	1.57886	0	0.257151	2.50739
XLOC_000849	0.534582	0.0485005	0.426674	0.749959	0.448336	0.382655
XLOC_000850	0	0.108916	2.20089	0.247999	1.88396	1.0286
XLOC_000851	0	0	1.80348	0.685835	0	0.546741
XLOC_000852	0.0560947	0	6.38533	0.286643	0	2.03204
XLOC_000853	0.344418	0	1.23817	0.39655	0	1.04309
XLOC_000854	0.0554043	18.293	117.626	0.293459	15.7569	28.8221
XLOC_000855	0.265062	1.93316	0	0.216419	2.12823	0
XLOC_000856	0.132755	0.418198	0	0.335937	1.64939	0
XLOC_000857	0	1.69305	0	0	2.28372	20.3582
XLOC_000858	0	2.4823	0.160202	0	3.63302	0.581206
XLOC_000859	0	1.39804	0	0	1.53887	0
XLOC_000860	0	1.11267	0	0	1.24443	0
XLOC_000861	0	1.42208	0	0	0.625669	0
XLOC_000862	0	4.85679	0	0	50.8562	0
XLOC_000863	0	0.736982	0	0	0.380936	0
XLOC_000864	2.28801	2.98948	0	3.18554	2.682	0
XLOC_000865	0.359037	4.50427	0	2.36045	3.23395	0
XLOC_000866	0.398441	2.01177	0	1.5288	0.873956	0
XLOC_000867	0.923674	15.2268	22.0553	1.87434	5.55194	37.2924
XLOC_000868	2.26465	0	0.259706	3.30035	0	0.0928026
XLOC_000870	0.763181	0	0	0.588921	0.952927	0
XLOC_000871	0.402928	0.186757	0	0.447727	0.594973	0
XLOC_000872	0.326274	0	0	0.2311	0	0
XLOC_000873	0.0630951	0	0	0.162475	0	0
XLOC_000874	0.484904	0	0	0.170246	0	0
XLOC_000875	0.806122	0	0	0.0948308	0	0
XLOC_000876	1.90947	0	0	0.326943	0	0
XLOC_000877	0	0	4.65231	0	0	2.57006
XLOC_000878	0	0	0.495357	0	0	0.470303
XLOC_000879	0.888997	0	0.642313	1.51842	0	0.144024
XLOC_000880	0	24.4899	0	0	40.6667	0
XLOC_000881	0	0	0	0.263259	0	0
XLOC_000882	0.0892999	0	0	0	0	0
XLOC_000886	0.971372	0	0	0	0	0
XLOC_000887	0.578744	0	29.3291	0	0	51.7363
XLOC_000888	0.0756433	0	0	0	0	0
XLOC_000889	0.18808	3.38339	0	0.121824	2.54629	0
XLOC_000890	2.8975	0.848826	0	0.561505	0.324622	0
XLOC_000891	0.529825	0	0	0.146076	0	0
XLOC_000892	0.273696	0	0	0	0	0
XLOC_000893	0.411063	0	3.80238	0	0	0.585207
XLOC_000894	0	0	4.23087	0	0	6.79314
XLOC_000895	0.345515	0	0	0	0	0
XLOC_000896	0	0	0.501882	0	0	1.42051
XLOC_000897	0.228552	0	2.7544	0	0	5.30911
XLOC_000898	0	0	0	5.52612	0	0
XLOC_000899	0.175508	31.5043	0	0.236505	51.2975	0
XLOC_000900	0.219508	0	0	0.292842	0	0
XLOC_000901	0.481655	0	0	0.189314	0	0
XLOC_000902	0.0577728	0	0	0.0767644	0	0
XLOC_000903	0.505621	0	0	0.285117	0	0
XLOC_000904	0.322228	0	0	0.31914	0	0
XLOC_000905	0.0693683	2.30928	0	0	0.608304	0
XLOC_000906	0.1981	8.07806	0	0.23096	6.306	0
XLOC_000907	0.342286	0	0	0.186177	0	0
XLOC_000908	1.05654	1.84603	0	0.605352	1.40943	0
XLOC_000910	0	0.520447	0	0	0.329626	0
XLOC_000913	0.328593	0	0	0.683683	0	0
XLOC_000914	0	0	0	0.470528	0	0
XLOC_000915	0	0	0	0.553245	0	0
XLOC_000916	31.0908	0	0	36.8589	0	0
