fromNode	toNode	weight	direction	fromAltName	toAltName
POP7	PUM3	0.532796744514137	undirected	NA	NA
DBI	GZMB	0.532796392736242	undirected	NA	NA
RABAC1	SNRPC	0.532795808029677	undirected	NA	NA
AGTRAP	RPS28	0.532794781020386	undirected	NA	NA
MYDGF	ZNF80	0.532792928162853	undirected	NA	NA
PSMB6	RPF1	0.532792683030437	undirected	NA	NA
AP2B1	NKG7	0.532792410861083	undirected	NA	NA
LGALS1	PPP1CA	0.532792101243332	undirected	NA	NA
TRIM8	TTC3	0.532791775302366	undirected	NA	NA
LAMTOR4	RGS3	0.532791529752776	undirected	NA	NA
TXN2	ZMIZ1	0.532790502440306	undirected	NA	NA
ANXA6	PDIA6	0.532788074005367	undirected	NA	NA
COMMD7	NPM1	0.532786209058318	undirected	NA	NA
B4GALT5	KAT5	0.53278536390032	undirected	NA	NA
PRSS23	PUM3	0.532785159129856	undirected	NA	NA
CMC1	MAD2L2	0.532783875334156	undirected	NA	NA
HS1BP3	ZNF80	0.532783274805015	undirected	NA	NA
ABCF1	N4BP1	0.53278258658276	undirected	NA	NA
CSK	UBE2B	0.532781867740712	undirected	NA	NA
LINC00528	SYPL1	0.532781195387297	undirected	NA	NA
APOBR	FRAT1	0.532780464328736	undirected	NA	NA
RAP1A	TOR2A	0.532779839395877	undirected	NA	NA
ACTN4	RNFT1	0.532777962928007	undirected	NA	NA
HENMT1	TCF7	0.53277683040632	undirected	NA	NA
HNRNPH1	SELPLG	0.53277141712246	undirected	NA	NA
GRB2	RAB37	0.532769340061987	undirected	NA	NA
C1orf174	PSMB7	0.532768404370269	undirected	NA	NA
B4GALT5	PSMB8	0.532768189289152	undirected	NA	NA
MRRF	SEL1L3	0.532767042203501	undirected	NA	NA
CNOT7	PSME1	0.53276649133477	undirected	NA	NA
CENATAC	PRSS30P	0.532763077345023	undirected	NA	NA
GALNT1	QTRT1	0.532761869990978	undirected	NA	NA
PDE7A	TTC3	0.532760193217348	undirected	NA	NA
DDOST	RSL1D1	0.532759622007912	undirected	NA	NA
ATP5PF	PDCD2	0.532755515948277	undirected	NA	NA
CCDC102A	FRAT1	0.532753571477162	undirected	NA	NA
M6PR	PPIA	0.532753254686962	undirected	NA	NA
PDIA6	SEL1L3	0.532751374534876	undirected	NA	NA
MXD4	TTC3	0.532750570585826	undirected	NA	NA
OGG1	RSRC2	0.532750221632428	undirected	NA	NA
C9orf78	SELL	0.53274629055619	undirected	NA	NA
G6PC3	UBE2L3	0.532744636298714	undirected	NA	NA
ACSS1	BCAP29	0.532741185576935	undirected	NA	NA
AP2B1	RPS6KA4	0.532739700485512	undirected	NA	NA
LINC00528	MTMR12	0.532737851060763	undirected	NA	NA
EDF1	UBR4	0.532737124918557	undirected	NA	NA
GLUL	SNRPC	0.532736330276757	undirected	NA	NA
NDUFB7	SSNA1	0.532733331111447	undirected	NA	NA
LSM7	NDUFA12	0.532733325411892	undirected	NA	NA
MAPKAPK3	MIEN1	0.532732310317985	undirected	NA	NA
DDOST	PIP5K1C	0.532732276755646	undirected	NA	NA
ATF7IP	OASL	0.532731645330371	undirected	NA	NA
MCRIP1	NAXE	0.532731300761698	undirected	NA	NA
EML2	MRPS11	0.532730669937528	undirected	NA	NA
OSER1	RAB1B	0.5327306010844	undirected	NA	NA
PPP1CC	TSPOAP1	0.532730368866853	undirected	NA	NA
DEK	EFHD2	0.532730339289573	undirected	NA	NA
RTN3	UBE2E3	0.53272872693618	undirected	NA	NA
RPS6KA1	TM9SF2	0.53272762745247	undirected	NA	NA
DR1	SLC25A45	0.532727589356801	undirected	NA	NA
MEGF9	PDE3B	0.532727036419566	undirected	NA	NA
HENMT1	TARBP1	0.532725091482101	undirected	NA	NA
RASSF1	RNF5	0.532722709359366	undirected	NA	NA
ADPGK	MBP	0.532721962455691	undirected	NA	NA
ASAH1	SPRING1	0.532721633293085	undirected	NA	NA
ADPGK	CMKLR1	0.532720833180803	undirected	NA	NA
ZBTB14	ZBTB21	0.532720554861807	undirected	NA	NA
AZIN1	PSKH1	0.532720394165309	undirected	NA	NA
MMP23B	SELL	0.532719215255737	undirected	NA	NA
PDE7A	TMED10	0.532715255498115	undirected	NA	NA
SRRM2	TRGV8	0.532713907523714	undirected	NA	NA
TFEB	TWF1	0.532713796042814	undirected	NA	NA
CLTB	ESRP2	0.532712737029802	undirected	NA	NA
PDE7A	TSN	0.532712038999653	undirected	NA	NA
HEG1	UBE2E3	0.532711569070445	undirected	NA	NA
IMPDH1	RAB37	0.532710736009852	undirected	NA	NA
APEX1	CAP1	0.532705879871071	undirected	NA	NA
PDCD5	YBX1	0.532704793022846	undirected	NA	NA
CAPZB	CNOT7	0.532704412790289	undirected	NA	NA
GRB2	HIVEP3	0.532704022380614	undirected	NA	NA
ESRP2	SGSM2	0.532702974159537	undirected	NA	NA
BEX4	PLD3	0.53270230268396	undirected	NA	NA
MAD2L2	PSMD8	0.532701417038001	undirected	NA	NA
SYT11	ZBTB21	0.53269922696818	undirected	NA	NA
RSRC2	TRAV13-1	0.532698834740973	undirected	NA	NA
CTDSP1	TMUB2	0.532695701154029	undirected	NA	NA
B2M	MAP4K2	0.532695672836521	undirected	NA	NA
KAT5	NDUFB7	0.532695463756778	undirected	NA	NA
ARL4C	GET3	0.532695386980235	undirected	NA	NA
CHPF2	COMMD7	0.532695231739205	undirected	NA	NA
FOSL2	INO80E	0.532693921858057	undirected	NA	NA
POP7	RAB27A	0.532693776518038	undirected	NA	NA
MFSD10	OXLD1	0.532691641274067	undirected	NA	NA
NDUFB7	SNRNP70	0.532690833451927	undirected	NA	NA
EIF6	RCBTB2	0.532690408682598	undirected	NA	NA
DOCK9	RSU1	0.532689939264313	undirected	NA	NA
AKAP1	RAB37	0.532689267082533	undirected	NA	NA
HIVEP3	MCRIP1	0.532687719472736	undirected	NA	NA
LRP10	PSMB7	0.532686465416757	undirected	NA	NA
OASL	PTPN18	0.532686390147196	undirected	NA	NA
EMC10	TMEM107	0.532686190363147	undirected	NA	NA
TCEA1	TPST2	0.532685544668763	undirected	NA	NA
CD63	GSTP1	0.53268541351433	undirected	NA	NA
COMMD8	OAZ1	0.532683773875223	undirected	NA	NA
ITGB2	TMEM161B-DT	0.532683649390676	undirected	NA	NA
PSMB7	WDR81	0.532682602406067	undirected	NA	NA
ATXN2L	HMGN2	0.532682032236022	undirected	NA	NA
GZMM	HPS3	0.532682022970873	undirected	NA	NA
CD63	GLO1	0.532681426690997	undirected	NA	NA
ARHGAP12	EFHD2	0.532679531012964	undirected	NA	NA
CCDC92	GLO1	0.532679314251717	undirected	NA	NA
CCDC102A	NUDT1	0.532677761585985	undirected	NA	NA
CD247	COMMD8	0.532677614751234	undirected	NA	NA
MRPL10	SSBP2	0.532676938882002	undirected	NA	NA
MAD2L2	WSB1	0.53267599882265	undirected	NA	NA
NKG7	NMUR1	0.532675913359204	undirected	NA	NA
AGTRAP	SF3B6	0.532674228005686	undirected	NA	NA
ANP32B	RAB1B	0.532674006730153	undirected	NA	NA
DNAJC1	TLE4	0.532673622004605	undirected	NA	NA
LPGAT1	PDCD5	0.532673352261292	undirected	NA	NA
RSL1D1	SEPHS2	0.532672514759918	undirected	NA	NA
ACSL5	NUDT1	0.532671418926681	undirected	NA	NA
HNRNPH1	TRAV13-1	0.532670055579788	undirected	NA	NA
MSC	ZNF862	0.532668113672204	undirected	NA	NA
LYST	STIM2	0.532667021918017	undirected	NA	NA
MYDGF	TSPOAP1	0.532666572805221	undirected	NA	NA
CMPK1	NCR1	0.53266634475639	undirected	NA	NA
HENMT1	QTRT1	0.532665126302334	undirected	NA	NA
AKAP17A	TANGO2	0.532664464746485	undirected	NA	NA
MXD4	SYT11	0.532664193454367	undirected	NA	NA
DNASE2	RASSF4	0.532663506394558	undirected	NA	NA
PLEK	ZRANB2	0.532662214640955	undirected	NA	NA
LYN	NKG7	0.532661575740645	undirected	NA	NA
EMC4	MRPS11	0.532660228679196	undirected	NA	NA
PLEKHG3	WDR13	0.532659301801979	undirected	NA	NA
ADGRG5	CDS2	0.532658980253746	undirected	NA	NA
BAD	MCRIP1	0.532658744389506	undirected	NA	NA
LIG1	PPP1R18	0.532657514371611	undirected	NA	NA
TADA2B	ZNF362	0.532656522667681	undirected	NA	NA
GNG2	LGALS1	0.532650585698292	undirected	NA	NA
NKG7	STX17	0.532649764026836	undirected	NA	NA
PDZD11	SLFN13	0.532649641697949	undirected	NA	NA
PAG1	SAMD3	0.532649535874643	undirected	NA	NA
CTSC	THBS3	0.532646892629943	undirected	NA	NA
DCTD	LPAR6	0.532646760827447	undirected	NA	NA
CAPN15	THAP11	0.532646290964336	undirected	NA	NA
PPP1CA	SPON2	0.532645873788711	undirected	NA	NA
MAD2L2	TRGV8	0.53264568679643	undirected	NA	NA
CWC15	TNFRSF10B	0.532645525359795	undirected	NA	NA
CENPB	ZRANB2	0.532644739252229	undirected	NA	NA
RALY	SLFN13	0.532644468053179	undirected	NA	NA
CDKN2AIPNL	SMPD4BP	0.532644048031296	undirected	NA	NA
RGL4	WDR46	0.532643878084686	undirected	NA	NA
MAD2L2	PIP5K1C	0.532640342646971	undirected	NA	NA
HP1BP3	S100A6	0.532639608830326	undirected	NA	NA
CD63	COPS9	0.532638809337158	undirected	NA	NA
AGPAT1	AKR7A2	0.532635930974672	undirected	NA	NA
CD27-AS1	DCTD	0.53263543579789	undirected	NA	NA
NPTN	RPF1	0.532633715750302	undirected	NA	NA
B4GALT5	DNAJB6	0.532633698705556	undirected	NA	NA
FBXO6	PFDN6	0.53263275624267	undirected	NA	NA
SNRNP70	UBE2L3	0.532632346428156	undirected	NA	NA
CENPB	GZMB	0.532631347076718	undirected	NA	NA
KMT5A	RANGAP1	0.532629417395328	undirected	NA	NA
PSME1	TCF3	0.532628829080401	undirected	NA	NA
B2M	SNRPC	0.532626073031869	undirected	NA	NA
CNOT7	TSPOAP1	0.532625961491596	undirected	NA	NA
ADPGK	POP4	0.532620515617305	undirected	NA	NA
B3GALT4	TRGV8	0.532618497135031	undirected	NA	NA
PPP1CC	WDR81	0.532618381052776	undirected	NA	NA
CD63	COMMD8	0.532618124225236	undirected	NA	NA
PTPN6	SPON2	0.53261722899039	undirected	NA	NA
PTPN12	TNFRSF10B	0.532617093430421	undirected	NA	NA
FGR	SSNA1	0.53261607759886	undirected	NA	NA
CHPF2	NTAN1	0.532615357587251	undirected	NA	NA
APOL2	DNAJC1	0.532613879372855	undirected	NA	NA
PSMD8	SKA2	0.532613273799895	undirected	NA	NA
AKAP1	MAD2L2	0.53261157932769	undirected	NA	NA
MMP23B	PLEK	0.532610921817657	undirected	NA	NA
TANGO2	TSN	0.532610065553215	undirected	NA	NA
AGTRAP	SLC38A1	0.532607816925237	undirected	NA	NA
ITPA	NDUFA12	0.532606897035071	undirected	NA	NA
DEK	ZNF513	0.532606767249352	undirected	NA	NA
C19orf12	MRPS25	0.53260620987294	undirected	NA	NA
PSMB2	RPS6KA4	0.532604495077642	undirected	NA	NA
CYRIB	NAA38	0.5326040352437	undirected	NA	NA
TARS1	VPS45	0.532602963758114	undirected	NA	NA
LINC02481	TM2D1	0.532600825818485	undirected	NA	NA
POLR2G	RAB1B	0.532596733791604	undirected	NA	NA
OASL	TXN	0.532593626991885	undirected	NA	NA
COMMD8	WDR81	0.53259113616613	undirected	NA	NA
SLC16A6	TTC38	0.532590685923911	undirected	NA	NA
ATP1B3	CAP1	0.532590655525668	undirected	NA	NA
PPIA	RALY	0.532589686786024	undirected	NA	NA
DDOST	TMEM161B-DT	0.532588093495536	undirected	NA	NA
ATP1B3	BAD	0.532586474662922	undirected	NA	NA
ACSS1	LAMP1	0.532586156783635	undirected	NA	NA
ARHGAP12	TFEB	0.53258608718895	undirected	NA	NA
CENPB	TARS1	0.532584789360896	undirected	NA	NA
GBA	SELENOS	0.532583970971383	undirected	NA	NA
SNX17	WDR46	0.53258229551417	undirected	NA	NA
CD63	PSKH1	0.532578757347886	undirected	NA	NA
HENMT1	SELL	0.532578386044818	undirected	NA	NA
COPS7A	ELF4	0.532578006835052	undirected	NA	NA
APMAP	NCALD	0.532574853840446	undirected	NA	NA
CALHM2	TADA2B	0.532573160175113	undirected	NA	NA
AGTRAP	USP22	0.532573082505961	undirected	NA	NA
CALHM2	SUSD1	0.532572936061109	undirected	NA	NA
SELPLG	WSB1	0.532572699784481	undirected	NA	NA
RAB1B	TXN	0.53257262912559	undirected	NA	NA
ESRP2	HS1BP3	0.532572429138927	undirected	NA	NA
LTBP4	RSL1D1	0.532569716519661	undirected	NA	NA
SAMD3	SNRPC	0.532569609839096	undirected	NA	NA
CDK2AP2	SLC25A1	0.532569149967717	undirected	NA	NA
NAT9	TANGO2	0.532567575908499	undirected	NA	NA
CENPB	PSMC3	0.532567164797925	undirected	NA	NA
G6PC3	VAMP7	0.532565832779396	undirected	NA	NA
HOPX	LSM1	0.532565078231477	undirected	NA	NA
PBXIP1	ZNF862	0.532562738238879	undirected	NA	NA
AP3S1	TMEM30A	0.532562672329536	undirected	NA	NA
POP7	RSU1	0.53256235726048	undirected	NA	NA
PTPN12	TXN	0.532560131838542	undirected	NA	NA
AP2B1	PAG1	0.532559258705137	undirected	NA	NA
ABCF1	LGALS1	0.532559210604131	undirected	NA	NA
ARHGAP30	TRGC2	0.532558105133507	undirected	NA	NA
ITGB2	UBE2B	0.532557983758718	undirected	NA	NA
LPAR6	UPP1	0.532557937726044	undirected	NA	NA
CSK	KLHDC3	0.532557895684704	undirected	NA	NA
THBS3	ZRANB2	0.532556811469684	undirected	NA	NA
GTF3C6	PRDX5	0.532556590258579	undirected	NA	NA
GSTP1	RASGEF1A	0.532556454278596	undirected	NA	NA
ELOF1	OXLD1	0.532556324006034	undirected	NA	NA
TM2D2	ZBTB8OS	0.532551447030039	undirected	NA	NA
CAPZB	SPRING1	0.532550725531359	undirected	NA	NA
NAXE	PDIA6	0.532550464350813	undirected	NA	NA
CALHM2	FAM78A	0.532547114786898	undirected	NA	NA
SERTAD3	TLNRD1	0.532545325950345	undirected	NA	NA
DUSP23	PARK7	0.532544915345905	undirected	NA	NA
ILRUN	RGL4	0.532544799131281	undirected	NA	NA
FOSL2	RPS6KA4	0.532542508573225	undirected	NA	NA
RPF1	STK17A	0.532539986402648	undirected	NA	NA
MAPK1	THAP11	0.532537861115425	undirected	NA	NA
ARHGAP30	SLC16A6	0.532537839113913	undirected	NA	NA
DNAJB6	NAT9	0.532537649053661	undirected	NA	NA
PTMS	SUSD1	0.532537296812726	undirected	NA	NA
B4GALT5	PFN1	0.532536985102873	undirected	NA	NA
MAPKAPK3	RNF5	0.532536649418216	undirected	NA	NA
DAD1	FIBP	0.53253164530769	undirected	NA	NA
NDUFAF8	SKAP2	0.532530110586989	undirected	NA	NA
MITD1	WDR81	0.53252950609049	undirected	NA	NA
BIN2	TRMT1	0.532529370382049	undirected	NA	NA
EXTL3	SSNA1	0.532528857691678	undirected	NA	NA
ELOB	EML2	0.532528498182807	undirected	NA	NA
ATP5MC3	RAB37	0.532527964989616	undirected	NA	NA
RGS3	WDR81	0.532527034380277	undirected	NA	NA
CAPN2	FAM78A	0.532525525940793	undirected	NA	NA
DNASE2	ORC2	0.532523083468381	undirected	NA	NA
ARF6	VAMP8	0.532520529864482	undirected	NA	NA
CTBP2	TRIO	0.532516293887008	undirected	NA	NA
MXRA7	SRP9	0.53251571152798	undirected	NA	NA
APBB1	FBXO6	0.532515237858361	undirected	NA	NA
ERP29	POP7	0.532513022014012	undirected	NA	NA
CERCAM	S1PR5	0.532512534531945	undirected	NA	NA
GET3	PPP1CC	0.532511942134171	undirected	NA	NA
ARHGAP12	CNOT7	0.532511503282653	undirected	NA	NA
HMGN2	NDUFA12	0.532509937544315	undirected	NA	NA
AP2B1	TMX4	0.532509589405743	undirected	NA	NA
TCF7	TRAM1	0.532508966350391	undirected	NA	NA
ITGAM	NMUR1	0.532508328181167	undirected	NA	NA
ABHD17A	PTPN12	0.532507878853945	undirected	NA	NA
EDEM1	UBE2L3	0.532506900077081	undirected	NA	NA
SNTB1	TRIO	0.532506834182296	undirected	NA	NA
DDX60L	KIAA2013	0.532503523254287	undirected	NA	NA
NCALD	POP4	0.532503380957404	undirected	NA	NA
FAM117A	PSAP	0.532500617048552	undirected	NA	NA
ACTN4	PBXIP1	0.532498972562215	undirected	NA	NA
M6PR	WSB1	0.532498065023017	undirected	NA	NA
CALHM2	CD44	0.532497588642885	undirected	NA	NA
PDZD11	PTPN12	0.532497421926334	undirected	NA	NA
RASGEF1A	SERPINB6	0.532494673845489	undirected	NA	NA
CYRIB	SET	0.532494463185204	undirected	NA	NA
ADAM8	RBM39	0.532493980800461	undirected	NA	NA
ARPC3	RCBTB2	0.532492912270447	undirected	NA	NA
EMC4	NMRK1	0.532492822528539	undirected	NA	NA
COPS6	R3HCC1	0.532491582434435	undirected	NA	NA
RAP2A	TSN	0.5324903473681	undirected	NA	NA
AKR7A2	STIM2	0.532489949872437	undirected	NA	NA
AGPAT1	COX6B1	0.532488149885533	undirected	NA	NA
TMED9	TTC19	0.532487961879153	undirected	NA	NA
MFSD5	RTL6	0.532487296402126	undirected	NA	NA
ATF7IP	SMIM29	0.532486975851075	undirected	NA	NA
GLO1	SRP9	0.532486755856486	undirected	NA	NA
LAMP2	NFE2L1	0.532484459803323	undirected	NA	NA
LAMTOR1	NCR1	0.532484362448107	undirected	NA	NA
RAB37	TMX4	0.532484336771837	undirected	NA	NA
COMMD7	HENMT1	0.532483841289597	undirected	NA	NA
CAPN2	SYPL1	0.5324833706606	undirected	NA	NA
B3GALT4	CYRIB	0.532482545507335	undirected	NA	NA
SRP14	VPS45	0.53248049562809	undirected	NA	NA
ITK	KLRG1	0.532479793057383	undirected	NA	NA
ABCF1	TANGO2	0.532478097516414	undirected	NA	NA
PGAM1	RAB1B	0.532477996802502	undirected	NA	NA
MOB1A	TM2D1	0.532477212653959	undirected	NA	NA
PDLIM1	WDR81	0.532474891618711	undirected	NA	NA
LSM1	PRSS57	0.532474608819173	undirected	NA	NA
EMC7	SYPL1	0.532473915529501	undirected	NA	NA
HDDC2	VAV3	0.532470515869003	undirected	NA	NA
FHL3	RAP1A	0.532468728204095	undirected	NA	NA
MRPS11	TRIM41	0.532467898701541	undirected	NA	NA
PTPA	TMEM107	0.532467526339308	undirected	NA	NA
GHITM	MARCHF2	0.532466950217248	undirected	NA	NA
CTDSP1	EMP3	0.532462942329341	undirected	NA	NA
AKAP1	PJA2	0.532461789970926	undirected	NA	NA
LRRC14	SCP2	0.532461406734109	undirected	NA	NA
ACTN4	PRSS23	0.532461199439569	undirected	NA	NA
PTMS	TMUB2	0.532460388456903	undirected	NA	NA
PLEKHJ1	RASGEF1A	0.532459012786083	undirected	NA	NA
CYRIA	MEX3C	0.532458365988424	undirected	NA	NA
COMMD7	ELP6	0.532457769006398	undirected	NA	NA
CSK	SYT11	0.532456857324604	undirected	NA	NA
DDOST	PPM1G	0.532454425192042	undirected	NA	NA
CSTB	SH3BGRL	0.532451986499867	undirected	NA	NA
MOV10	VAV3	0.532450874500898	undirected	NA	NA
SNX18	UPP1	0.532449679729611	undirected	NA	NA
ADPGK	ZRANB2	0.532449017626819	undirected	NA	NA
CENPB	ELF4	0.532448417239593	undirected	NA	NA
FRAT1	VAMP8	0.532448299785188	undirected	NA	NA
RAB27A	RTRAF	0.532448161018507	undirected	NA	NA
POMGNT1	ZNF362	0.532447275331051	undirected	NA	NA
CEACAM21	SRRM1	0.532447230998293	undirected	NA	NA
COMMD8	KMT5A	0.53244345961065	undirected	NA	NA
EIF6	PPP1CC	0.532441156542082	undirected	NA	NA
CMKLR1	EIF4EBP2	0.532440764899574	undirected	NA	NA
PARK7	PRSS57	0.53244020070318	undirected	NA	NA
DLG5	TANGO2	0.532439130069535	undirected	NA	NA
IL2RG	TADA3	0.532438221708803	undirected	NA	NA
ATXN7L3B	CIRBP	0.532437885971444	undirected	NA	NA
PPIB	UBE2N	0.532437499550789	undirected	NA	NA
GRB2	PSMC3	0.532435917312007	undirected	NA	NA
CTBP2	PRPF3	0.53243572868959	undirected	NA	NA
CHPF2	SLC35A4	0.532435073481415	undirected	NA	NA
AKR7A2	CENPX	0.532435027334608	undirected	NA	NA
AKAP1	EML2-AS1	0.53243485220093	undirected	NA	NA
LAMP2	TTC3	0.532433780450525	undirected	NA	NA
ARMCX6	CMKLR1	0.532433355075365	undirected	NA	NA
NCR1	S100A6	0.532431894694735	undirected	NA	NA
LAIR2	SZRD1	0.532431714964047	undirected	NA	NA
POMGNT1	RGL4	0.53243049480531	undirected	NA	NA
PDZD11	TAF1D	0.532428758961235	undirected	NA	NA
SPG7	WBP1L	0.532428354769189	undirected	NA	NA
CTDSP1	IGF2R	0.532427173241349	undirected	NA	NA
FNBP4	TLNRD1	0.532426860744697	undirected	NA	NA
ATP1B3	NDUFA5	0.532426503209716	undirected	NA	NA
C1orf162	DR1	0.532423060702369	undirected	NA	NA
GZMA	RASSF4	0.532421376746683	undirected	NA	NA
GBA	RALY	0.532420893753103	undirected	NA	NA
FRMD8	PGPEP1	0.532420774397937	undirected	NA	NA
CFL1	OGG1	0.532420435302737	undirected	NA	NA
DHRS7	TWF1	0.532419545987641	undirected	NA	NA
TECR	UNC50	0.532416485188695	undirected	NA	NA
PRDX5	UBQLN1	0.532415923443535	undirected	NA	NA
DOCK9	MSC	0.53241587045564	undirected	NA	NA
TMEM161B-DT	UBE2N	0.532415181786425	undirected	NA	NA
CYRIA	YLPM1	0.532414216169597	undirected	NA	NA
SELL	TRAM1	0.532412697748672	undirected	NA	NA
NCALD	PFN1	0.532412482842208	undirected	NA	NA
ANXA11	KAT5	0.53241160242943	undirected	NA	NA
EIF6	NAPA	0.532410771415728	undirected	NA	NA
HMOX2	TADA3	0.53240964703215	undirected	NA	NA
RPF1	TARBP1	0.532407103708294	undirected	NA	NA
GHITM	TSPOAP1	0.532403903283116	undirected	NA	NA
CTDSP1	LCP1	0.532403599987197	undirected	NA	NA
SUSD1	ZNF274	0.532403400318638	undirected	NA	NA
RGL4	RSL1D1	0.53240291610538	undirected	NA	NA
MAPK1	RPS6KA4	0.532402318438973	undirected	NA	NA
CDK2AP2	ING4	0.532401823109588	undirected	NA	NA
ADAM8	PPIB	0.532398763121617	undirected	NA	NA
FHL3	MAPK7	0.53239747598548	undirected	NA	NA
CXXC5	TRDV2	0.532397314704848	undirected	NA	NA
MRRF	TSPOAP1	0.532396572348884	undirected	NA	NA
FAM78A	TRAPPC2L	0.532396072289537	undirected	NA	NA
G6PC3	GIPC1	0.532396064499902	undirected	NA	NA
DNAJB6	RTN3	0.532395276989944	undirected	NA	NA
FASN	ZBTB21	0.53239428745073	undirected	NA	NA
M6PR	SRP14	0.532394213782683	undirected	NA	NA
PLEKHG3	PRR5L	0.532393215201492	undirected	NA	NA
NMRK1	OXLD1	0.532392556962544	undirected	NA	NA
CST7	RSRC2	0.532392335913384	undirected	NA	NA
ANXA6	TNFRSF10B	0.532390063928254	undirected	NA	NA
MFSD10	RSL1D1	0.532389366979269	undirected	NA	NA
PEPD	PTPN12	0.532387668917587	undirected	NA	NA
ABHD17A	TMEM129	0.532387059045199	undirected	NA	NA
RAP2A	YWHAQ	0.532386232749688	undirected	NA	NA
ADAM8	PSMB6	0.53238622261801	undirected	NA	NA
ARL6IP5	THAP11	0.53238476738061	undirected	NA	NA
HSD17B7	MLC1	0.532382114343676	undirected	NA	NA
ANXA11	RGS3	0.53238210214259	undirected	NA	NA
POP7	TRAV13-1	0.532380624152656	undirected	NA	NA
M6PR	RTL6	0.532378945380798	undirected	NA	NA
FBXL12	THBS3	0.532377051647568	undirected	NA	NA
MOAP1	PLEKHJ1	0.532376191623401	undirected	NA	NA
MLC1	PRSS57	0.532376182179195	undirected	NA	NA
ARMCX6	TMEM30A	0.532375745011532	undirected	NA	NA
CD63	ZNF80	0.532375724211399	undirected	NA	NA
ELOB	TMEM219	0.532373113742897	undirected	NA	NA
MAP4K2	RPS6KA1	0.532372906032436	undirected	NA	NA
HENMT1	PAFAH1B1P2	0.532372322825533	undirected	NA	NA
RASGEF1A	SEC11A	0.532367318819581	undirected	NA	NA
ELOF1	LRPPRC	0.532367260673694	undirected	NA	NA
ACSS1	RAP1A	0.532367227704278	undirected	NA	NA
FEZ1	METRN	0.532366966876516	undirected	NA	NA
CTDSP1	NACC1	0.532366471375677	undirected	NA	NA
MRPS11	SMAD2	0.532364964419278	undirected	NA	NA
CAPN15	RNF5	0.532363992113925	undirected	NA	NA
DLG5	PTPN12	0.532363695622147	undirected	NA	NA
CLTB	HEG1	0.532363469532254	undirected	NA	NA
POP4	WSB2	0.532362042259948	undirected	NA	NA
HLA-DPB1	TARBP1	0.532361176292628	undirected	NA	NA
CTBP2	WBP1L	0.532360681160528	undirected	NA	NA
MRPS11	PTPN12	0.532360494709499	undirected	NA	NA
CNOT7	STOM	0.532360283761332	undirected	NA	NA
PPP1R7	SF3B3	0.532359682139746	undirected	NA	NA
FBXL12	LAMP1	0.532357001137158	undirected	NA	NA
CTNNA1	OASL	0.532356028751644	undirected	NA	NA
ARL5A	POMGNT1	0.532356016027715	undirected	NA	NA
DUSP12	TBCB	0.532355655395044	undirected	NA	NA
IFI27L2	UBE2L3	0.532353998351368	undirected	NA	NA
POMGNT1	ZDHHC20	0.532351872964473	undirected	NA	NA
ANXA11	ZDHHC12	0.532351272676331	undirected	NA	NA
PBXIP1	RPF1	0.53235106660893	undirected	NA	NA
AKAP1	APOL2	0.532350861804897	undirected	NA	NA
E2F3	SMIM29	0.532348949836972	undirected	NA	NA
MMP23B	STARD7	0.532348160179551	undirected	NA	NA
TLNRD1	UBR4	0.532347365850913	undirected	NA	NA
CD63	HDDC2	0.53234314009795	undirected	NA	NA
ADAM8	RAB37	0.532343086214499	undirected	NA	NA
SLC16A6	TRGV8	0.53234146128635	undirected	NA	NA
CENPB	TPM3	0.532340636007596	undirected	NA	NA
ABCF1	PBXIP1	0.532337960911042	undirected	NA	NA
ANXA11	SLC25A1	0.532337215204533	undirected	NA	NA
HPS3	RASSF1	0.532336837854316	undirected	NA	NA
ANXA11	MEX3C	0.532336151046872	undirected	NA	NA
ARL4C	TSC22D2	0.53233130514752	undirected	NA	NA
DLG5	SAMD3	0.532330979106039	undirected	NA	NA
CAP1	SSBP4	0.532330383927328	undirected	NA	NA
APRT	HS1BP3	0.532330383375313	undirected	NA	NA
FAM117A	UBE2L3	0.532328807279199	undirected	NA	NA
ABCC1	IFI27L2	0.532327261960714	undirected	NA	NA
B2M	PSAP	0.532325766322253	undirected	NA	NA
APEX1	RALY	0.532324047549312	undirected	NA	NA
ARPC3	EML2	0.532323342827018	undirected	NA	NA
FCRL6	SNX18	0.53231996883349	undirected	NA	NA
FGR	LPAR6	0.532317304213098	undirected	NA	NA
ACSS1	SSBP2	0.53231691472418	undirected	NA	NA
FHL3	LTBP4	0.5323157659797	undirected	NA	NA
R3HCC1	RELT	0.532315126685465	undirected	NA	NA
CEACAM21	PAG1	0.532314170091944	undirected	NA	NA
ITGB2	PSMB8	0.53231311562292	undirected	NA	NA
ARL6IP5	RPS6KA4	0.532312867547694	undirected	NA	NA
C12orf73	TECR	0.532305366401653	undirected	NA	NA
PBXIP1	RTRAF	0.532304295935229	undirected	NA	NA
TBC1D10C	TSEN15	0.532303308690376	undirected	NA	NA
ATP6V0E1	NDUFAF8	0.532302102680276	undirected	NA	NA
AP2S1	TNFRSF10B	0.532301787871579	undirected	NA	NA
OGG1	SON	0.532300449680975	undirected	NA	NA
EML2	GLTP	0.532299944940186	undirected	NA	NA
NMUR1	SLC7A6OS	0.532299942612469	undirected	NA	NA
H6PD	ZBTB14	0.532299871816571	undirected	NA	NA
KLRG1	SKAP2	0.532298522177629	undirected	NA	NA
