	pTemra_001	pTemra_002	pTemra_003	pTemra_004	pTemra_005	pTemra_006
ENSG00000174059.L01	0	0	0	0	0	0
ENSG00000174080.L01	11.3443	11.3671	11.4332	9.12535	9.16918	9.26939
ENSG00000174083.L01	1.02283	1.02476	0.974678	0.603506	0.632075	0.62172
ENSG00000174099.L01	0	0	0	0	0	0
ENSG00000174100.L01	8.33541	8.4675	8.52927	7.11167	7.2192	7.2565
ENSG00000174106.L01	23.4551	23.1969	23.0924	27.3347	27.7941	27.8186
ENSG00000174109.L01	14.5755	14.6206	14.5882	8.5366	8.50139	8.52142
ENSG00000174111.L01	7.21421	5.85241	5.62328	8.85456	8.47987	7.05457
ENSG00000174123.L01	0.301526	0.309363	0.310095	0.175517	0.179332	0.179848
ENSG00000174132.L01	7.09583	6.9547	6.92449	3.82949	3.81927	3.82043
ENSG00000174136.L01	0.0674934	0.0683783	0.0689038	0.130175	0.131663	0.132056
ENSG00000174137.L01	1.04301	1.03287	1.07998	0.574574	0.569766	0.568102
ENSG00000174145	0.00743255	0.00756312	0.00762006	0	0	0
ENSG00000174151.L01	16.8371	16.7076	16.8904	12.9868	13.0664	13.2389
ENSG00000174156.L01	0	0	0	0	0	0
ENSG00000174165.L01	17.66	17.6337	17.6201	15.9012	15.9397	15.9909
ENSG00000174171	6.13423	6.13859	6.16814	21.6217	21.6239	21.8635
ENSG00000174173.L01	10.7449	11.0346	11.1286	6.34604	6.49946	6.51266
ENSG00000174175.L01	0.111236	0.113167	0.1144	0.388849	0.394901	0.399324
ENSG00000174177.L01	18.144	19.756	19.7069	31.9985	31.7637	31.8428
ENSG00000174196	0	0	0	0	0	0
ENSG00000174197.L01	10.5329	11.2702	11.1487	13.5283	13.6365	13.3304
ENSG00000174206.L01	5.52635	5.48836	5.50756	5.14562	5.19693	5.22128
ENSG00000174225.L01	0	0	0	0	0	0
ENSG00000174226.L01	0	0	0	0.085264	0.0870323	0.0877865
ENSG00000174227.L01	40.7206	39.9552	41.047	38.3541	38.0579	37.8164
ENSG00000174231.L01	58.0851	58.0758	58.6484	116.421	117.611	125.338
ENSG00000174233.L01	0	0	0	0	0	0
ENSG00000174236	0	0	0	0	0	0
ENSG00000174236.L01	0	0	0	0	0	0
ENSG00000174238.L01	16.6004	17.2893	17.3827	17.6464	18.4633	18.5562
ENSG00000174243.L01	43.3863	41.1877	54.3166	62.4877	61.2604	85.017
ENSG00000174255.L01	11.5802	11.6791	11.7255	6.99963	7.07284	7.20305
ENSG00000174276	0	0	6.09933	0	0	2.8465
ENSG00000174276.L01	6.37864	6.26268	0	2.92823	2.85386	0
ENSG00000174279	0	0	0	0	0	0
ENSG00000174282.L01	35.246	35.2141	35.4125	40.7479	40.6564	41.0799
ENSG00000174292.L01	1.70992	1.87005	1.87283	1.00306	0.969948	0.975448
ENSG00000174306.L01	2.59612	0.476903	2.65262	4.66905	0.125418	4.63167
ENSG00000174306.L02	0	2.64279	0	0	4.61711	0
ENSG00000174307.L01	0.574609	0.56238	0.558556	0.0861279	0.0840581	0.0838687
ENSG00000174325	0	0	0	0	0	0
ENSG00000174326.L01	2.31213	2.43959	2.41582	1.80068	1.93459	1.93054
ENSG00000174327.L01	5.69892	5.64599	5.65024	3.31593	3.31459	3.33103
ENSG00000174332	0	0	0.419738	0	0	0.0994521
ENSG00000174332.L01	0.442188	0.438029	0	0.102662	0.101748	0
ENSG00000174339	0.0781714	0.078756	0.0791275	0	0	0
ENSG00000174343.L01	0	0	0	0	0	0
ENSG00000174348.L01	3.06093	3.04928	3.04495	2.4157	2.40964	2.43099
ENSG00000174353.L01	6.9508	6.98673	6.99365	13.8017	13.8838	13.9179
ENSG00000174358.L01	0.0191855	0.0192105	0.0192079	0	0	0
ENSG00000174365.L01	7.47193	7.51759	7.56315	10.6608	10.7121	10.9067
ENSG00000174370.L01	0.750552	0.754807	0.759369	0.150742	0.156845	0.15567
ENSG00000174371.L01	0.833783	0.840058	0.840627	0.76556	0.782026	0.784838
ENSG00000174373.L01	15.8535	15.8066	15.6792	26.9974	27.3137	27.8293
ENSG00000174374.L01	9.13037	9.09038	9.08301	7.5089	7.46606	7.48054
ENSG00000174405.L01	2.526	2.60127	2.6263	2.04742	2.10344	2.10973
ENSG00000174407	0	0	0	0	0	0
ENSG00000174417	0.104397	0.106839	0.107919	0	0	0
ENSG00000174428.L01	11.0004	11.1456	11.1634	11.7131	11.8573	11.8231
ENSG00000174429	0	0	0	0	0	0
ENSG00000174437.L01	38.1703	39.7332	39.1004	51.3854	54.093	51.6937
ENSG00000174442.L01	6.76967	6.9261	6.96	7.62723	7.73928	7.80966
ENSG00000174444.L01	2081.55	2095.53	2092.11	1875.85	1887.36	1889.03
ENSG00000174446.L01	22.3647	22.6113	22.9555	18.1417	18.9999	18.8944
ENSG00000174448.L01	0	0	0	0.161734	0.165046	0.166119
ENSG00000174450.L01	0	0	0	0	0	0
ENSG00000174453	0	0	0	0	0	0
ENSG00000174456.L01	10.1739	10.2634	10.2816	11.0408	11.1307	11.125
ENSG00000174460	0	0	0	0	0	0
ENSG00000174460.L01	0	0	0	0	0	0
ENSG00000174469.L01	0	0	0	0	0	0
ENSG00000174473.L01	0	0	0	0.0242467	0.0246024	0.0247446
ENSG00000174482.L01	3.51182	3.5096	3.50792	0.220744	0.222235	0.222581
ENSG00000174483.L01	0	1.5097	1.51381	0	1.47299	1.47713
ENSG00000174485.L01	15.1106	13.7548	13.7899	29.1793	27.6057	28.0752
ENSG00000174498.L01	0	0	0	0	0	0
ENSG00000174500.L01	21.1101	20.8129	20.949	2.27416	2.19149	2.21231
ENSG00000174501.L01	21.4594	5.78738	6.0107	47.1756	15.1311	15.2992
ENSG00000174502.L01	0	0	0	0	0	0
ENSG00000174514.L01	1.36185	1.36789	1.39248	2.75604	2.78831	2.80859
ENSG00000174516.L01	1.76999	1.74686	1.74041	2.26477	2.23089	2.23442
ENSG00000174521	0	0.0926928	0.0924897	0	0.523984	0.525216
ENSG00000174521.L01	0.201089	0	0	1.69793	0	0
ENSG00000174521.L02	0.118066	0	0	0.678466	0	0
ENSG00000174527.L01	0.0277255	0.0281256	0.0282565	0.177871	0.179867	0.18021
ENSG00000174529	1.69267	1.71792	1.72646	1.79437	1.82119	1.8321
ENSG00000174547.L01	25.0577	24.9483	24.9895	14.973	14.9459	14.8809
ENSG00000174562.L01	0.0477023	0.0478523	0.0478191	0	0	0
ENSG00000174567.L01	0	0	0	0	0	0
ENSG00000174574.L01	30.594	30.9602	31.0047	28.6386	28.8392	28.8638
ENSG00000174576.L01	0.0358269	0.0358854	0.0361305	0	0	0
ENSG00000174579.L01	59.1549	60.6754	61.0051	72.4034	74.0982	74.2523
ENSG00000174595	0	0	0	0	0	0
ENSG00000174599	0.0418853	0.0426501	0.0427487	0	0	0
ENSG00000174600.L01	8.40124	8.49288	8.56596	6.34615	6.41184	6.48415
ENSG00000174606.L01	10.9454	12.1933	11.633	21.5862	21.8479	24.1088
ENSG00000174607.L01	0.314595	0.321911	0.32412	0.524461	0.537398	0.539183
ENSG00000174611.L01	0	0	0	0	0	0
ENSG00000174628.L01	0.297574	0.331079	0.331158	0.448079	0.449842	0.449653
ENSG00000174640.L01	0	0	0	0	0	0
ENSG00000174652.L01	0	58.6055	57.9139	0	75.0841	74.0643
ENSG00000174667	0	0	0	0	0	0
ENSG00000174669.L01	3.29718	3.3291	0.839947	6.17618	6.17982	1.0208
ENSG00000174669.L02	0	0	3.34938	0	0	6.26151
ENSG00000174672.L01	0.65285	0.649193	0.645254	0.432537	0.428333	0.429627
ENSG00000174672.L02	0.270817	0	0	0.119031	0	0
ENSG00000174684	3.27452	3.26348	3.26313	3.01182	2.99407	3.00242
ENSG00000174695.L01	17.8798	18.373	18.5403	23.1982	23.7645	23.8158
ENSG00000174697	0	0	0	0	0	0
ENSG00000174705.L01	0	0	0	0.0389812	0.0388316	0.0391259
ENSG00000174718.L01	57.0413	66.7832	66.9215	54.5415	64.079	64.3142
ENSG00000174720.L01	27.8949	29.1904	25.3165	24.6748	25.6251	23.9571
ENSG00000174721	2.11625	2.12421	2.12192	1.54816	1.54226	1.53956
ENSG00000174721.L01	0.587192	0	0	0.958189	0	0
ENSG00000174738.L01	19.0802	19.4651	19.5827	30.9681	31.4844	31.7171
ENSG00000174740.L01	0	0	0	0	0	0
ENSG00000174744.L01	32.7807	32.6902	33.251	40.8354	40.7604	41.3529
ENSG00000174748.L01	1313.32	1320.33	1314.16	1074.91	1077.68	1075.49
ENSG00000174749.L01	0.513618	0.527842	0.549201	0.588512	0.598496	0.708408
ENSG00000174775.L01	13.8626	13.7153	13.7682	13.2399	12.9572	13.1443
ENSG00000174780.L01	30.2567	30.9406	31.1719	35.7985	36.5066	36.6846
ENSG00000174788	2.35802	2.33644	2.34371	2.73553	2.72499	2.73621
ENSG00000174791.L01	0.0391033	0.0385762	0.0386219	0.0942922	0.0932334	0.0942783
ENSG00000174792.L01	0.163036	0.163889	0.164132	0.0787188	0.0801832	0
ENSG00000174796.L01	6.5858	6.71151	7.07003	12.202	12.3883	12.565
ENSG00000174799.L01	5.72344	5.76467	5.80819	6.74188	6.74911	6.77484
ENSG00000174804	1.00063	1.01724	1.0247	0.997919	1.01247	1.01961
ENSG00000174807	0.0704437	0.0698939	0.0702618	0.691684	0.68736	0.695351
ENSG00000174808.L01	0	0	0	0	0	0
ENSG00000174827.L01	0.518198	0.526276	0.52853	0.271774	0.275737	0.277124
ENSG00000174827.L02	0.23148	0.269652	0	0.346647	0.654413	0
ENSG00000174827.L03	0.263637	0.182409	0	0.640046	0.455133	0
ENSG00000174827.L04	0.178696	0	0	0.446319	0	0
ENSG00000174837.L01	0.0483558	0.0489973	0.0578617	0.112822	0.108411	0.112291
ENSG00000174839.L01	23.9693	24.5869	24.3502	29.4613	29.9246	30.1169
ENSG00000174840.L01	15.4173	15.2689	15.2898	17.6099	16.356	16.3669
ENSG00000174842.L01	5.38453	6.67098	6.48565	8.8634	11.2122	11.519
ENSG00000174844.L01	0.0332297	0.0341019	0.0344321	0.0401927	0.0412065	0.0413737
ENSG00000174851.L01	18.5985	18.7708	18.0019	15.3728	15.5299	14.1978
ENSG00000174871.L01	1.07735	1.06806	1.06775	1.79773	1.79187	1.80634
ENSG00000174876.L01	0	0	0	0	0	0
ENSG00000174885.L01	1.11049	1.08958	1.5713	2.98857	2.94497	4.39626
ENSG00000174891.L01	11.6641	11.7622	11.8603	12.7904	12.834	12.8932
ENSG00000174898.L01	0.057742	0.0585149	0.0589547	0	0	0
ENSG00000174899	0	0	0	0	0	0
ENSG00000174903.L01	86.1719	85.8932	86.2484	67.2541	67.1477	67.8171
ENSG00000174903.L02	55.0378	55.151	57.2418	53.0281	54.0397	57.3027
ENSG00000174914	0	0	0	0	0	0
ENSG00000174915.L01	8.99363	7.68728	7.65179	14.5525	12.3297	12.3882
ENSG00000174917.L01	38.0798	37.7411	37.6299	31.2028	31.0946	31.2124
ENSG00000174928.L01	1.97327	2.01003	2.01367	1.81472	1.84247	1.83914
ENSG00000174937	0	0	0	0	0	0
ENSG00000174938.L01	0	0	0	0.0792641	0.0785391	0.0784383
ENSG00000174939.L01	0	0	0	0.115886	0.115074	0.115967
ENSG00000174939.L02	0	16.0824	15.9129	0	13.2187	13.0648
ENSG00000174942	0	0	0	0	0	0
ENSG00000174943.L01	22.874	22.7	23.9152	24.6656	24.5075	28.6459
ENSG00000174944.L01	0	0	0	0.131732	0.134357	0.134547
ENSG00000174946.L01	49.6792	50.4228	43.0419	38.2465	39.196	34.5248
ENSG00000174948	0	0	0	0	0	0
ENSG00000174950.L01	0	0	0	0	0	0
ENSG00000174951.L01	0	0	0	0	0	0
ENSG00000174953.L01	31.2147	31.7745	33.3568	68.8869	70.6205	72.2117
ENSG00000174957	0	0	0	0	0	0
ENSG00000174963.L01	0	0	0	0	0	0
ENSG00000174970	0.101391	0.104096	0.104602	0	0	0
ENSG00000174982	0	0	0	0	0	0
ENSG00000174989.L01	4.98915	4.9012	4.95945	4.6644	4.95173	4.83517
ENSG00000174990	0	0	0	0	0	0
ENSG00000174992	0	0	0	0	0	0
ENSG00000174996.L01	9.96102	9.88315	9.89895	10.7709	10.7112	10.7929
ENSG00000175003.L01	0.340188	0.340596	0.341087	0.338636	0.341374	0.343237
ENSG00000175018	0	0	0	0	0	0
ENSG00000175029.L01	22.1569	22.1833	22.1993	5.23074	5.23601	5.26045
ENSG00000175040	0	0	26.1323	0	0	2.35639
ENSG00000175040.L01	26.8508	26.3339	0	2.41159	2.3517	0
ENSG00000175048.L01	9.99429	10.1315	10.1953	4.85781	4.92203	5.01974
ENSG00000175054.L01	17.4475	17.6492	17.3702	22.0048	22.6846	21.8484
ENSG00000175063.L01	0.24595	0.247396	0.248497	0.358842	0.358262	0.359542
ENSG00000175065.L01	0	0	0	0	0	0
ENSG00000175066.L01	27.3712	27.9391	27.7016	57.3164	58.6425	57.5403
ENSG00000175073.L01	25.1779	25.5292	15.7822	26.8286	27.0989	17.9211
ENSG00000175077	0	0	0	0.0330652	0.0332308	0.033528
ENSG00000175084	0	0	0	0	0	0
ENSG00000175087.L01	5.9747	6.05302	6.09487	5.78067	5.86614	5.89153
ENSG00000175093.L01	0	0	0	0	0	0
ENSG00000175097.L01	0.221994	0.224424	0.225212	0.696462	0.704628	0.708305
ENSG00000175104.L01	13.9794	14.2546	14.3927	19.8235	20.208	20.3377
ENSG00000175105	0	0	4.76652	0	0	4.86262
ENSG00000175110.L01	21.2214	21.6217	21.7835	27.6187	27.4147	27.6255
ENSG00000175110.L02	0	0.645926	0	0	1.4796	0
ENSG00000175115.L01	75.2162	75.2533	73.3134	98.6358	98.387	95.3734
ENSG00000175121	0	0	0	0	0	0
ENSG00000175130	30.022	29.7429	0	21.0433	20.7897	0
ENSG00000175130.L01	0	0	31.2814	0	0	23.1667
ENSG00000175137.L01	11.3717	10.2408	10.3379	12.6918	10.8262	11.4927
ENSG00000175143	0.0763729	0.0778047	0.0784073	0	0	0
ENSG00000175147	0	0	0	0	0	0
ENSG00000175155.L01	7.57204	7.72173	7.77437	7.52988	7.66193	7.73875
ENSG00000175161.L01	0.196513	0.200388	0.202321	0	0	0
ENSG00000175164.L01	0	0	0	2.14905	2.16912	1.82632
ENSG00000175166.L01	59.7278	66.9205	74.0753	79.4062	87.5365	114.323
ENSG00000175170.L01	0.167725	0.167232	0.219245	0	0	0
ENSG00000175175	0	0	0	0	0	0
ENSG00000175182.L01	3.28613	3.2029	3.23151	3.68277	3.66602	3.79103
ENSG00000175183.L01	0.0337592	0.0345833	0.0348384	0.0824489	0.0842539	0.0846567
ENSG00000175189	0.390213	0.394188	0.398973	0.0641487	0.0649514	0.0659548
ENSG00000175197.L01	82.2364	83.2802	89.1885	40.6069	41.0561	46.3416
ENSG00000175198.L01	4.20414	4.30288	4.45704	8.18516	8.40288	8.38537
ENSG00000175202	0	0	0	0	0	0
ENSG00000175203.L01	43.6213	43.9369	44.7189	50.9834	51.4542	51.6554
ENSG00000175206	0.481808	0.481509	0.484316	0.557437	0.55825	0.562797
ENSG00000175213.L01	7.77289	7.71683	7.73714	8.18723	8.12496	8.1795
ENSG00000175215.L01	62.4397	62.7246	66.9393	61.5656	62.0054	66.3663
ENSG00000175216.L01	11.1742	11.3582	11.4706	13.5616	13.8136	13.8782
ENSG00000175220.L01	37.2564	37.2217	37.5308	53.4379	53.6422	54.348
ENSG00000175221.L01	13.4859	13.3269	13.2995	12.9294	12.7706	12.8552
ENSG00000175224.L01	54.2762	54.4195	58.7509	51.0883	51.399	55.7092
ENSG00000175229	0	0	0	0	0	0
ENSG00000175262.L01	0	0	0	0	0	0
ENSG00000175264	0	0	0	0	0	0
ENSG00000175267.L01	0.12016	0.121407	0.123744	0.121859	0.122072	0.109455
ENSG00000175274.L01	19.8747	19.9508	20.4637	7.12195	7.10035	7.58059
ENSG00000175283	4.906	4.90642	4.91635	3.65078	3.65208	3.67761
ENSG00000175294.L01	2.12493	2.11775	2.12584	0.292862	0.292055	0.293995
ENSG00000175305.L01	2.21587	2.1796	2.19989	2.83525	2.98691	3.01452
ENSG00000175309.L01	72.1843	75.1407	68.15	74.9646	75.3006	66.8125
ENSG00000175311	0	0	0	0	0	0
ENSG00000175315	0.309653	0.305098	0.302869	0.0875597	0.0861466	0.0859482
ENSG00000175318.L01	0	0	0	0	0	0
ENSG00000175322.L01	1.98597	2.01443	2.06271	2.83403	2.84662	2.79603
ENSG00000175324.L01	31.2973	31.7466	31.8727	22.4903	22.5913	22.5908
ENSG00000175325	0	0	0	0	0	0
ENSG00000175329	0	0	0	0	0	0
ENSG00000175334.L01	89.404	89.6917	89.4698	44.184	44.3283	44.3149
ENSG00000175336.L01	0	0	0	0.081348	0.0825482	0.0834807
ENSG00000175344.L01	0	0	0	0.0162776	0.0164422	0.0165015
ENSG00000175348.L01	1.51526	1.54937	46.9276	2.11473	2.15936	30.0857
ENSG00000175348.L02	45.7968	46.7547	0	29.4282	30.0251	0
ENSG00000175352.L01	0.0184183	0.0193046	0.0184765	0.0426927	0.0447233	0.0425728
ENSG00000175354.L01	38.8981	39.0625	39.3348	34.8438	35.3725	33.9301
ENSG00000175356.L01	0	0	0	0	0	0
ENSG00000175376.L01	19.1977	19.1316	19.3722	19.669	21.519	20.9771
ENSG00000175387.L01	67.1849	69.3358	70.1903	53.817	55.6235	56.0081
ENSG00000175390.L01	178.605	180.243	181.064	175.446	176.872	178.258
ENSG00000175393	0	0	0	0	0	0
ENSG00000175395.L01	9.13614	9.30528	9.11694	6.53441	6.69416	6.69879
ENSG00000175398	0	0	0	0	0	0
ENSG00000175414.L01	1.24726	1.26883	1.27839	3.83462	3.87271	3.8928
ENSG00000175416.L01	37.5238	37.0534	37.1535	29.8369	29.4592	29.66
ENSG00000175426.L01	0	0	0	0	0	0
ENSG00000175445.L01	0	0	0	0	0	0
ENSG00000175455.L01	27.2972	28.0089	28.0373	21.5857	22.0194	22.1838
ENSG00000175463.L01	263.858	260.69	260.977	248.843	245.855	247.856
ENSG00000175467.L01	59.3171	58.1516	50.2508	58.691	57.8275	52.691
ENSG00000175470.L01	20.6551	19.6667	19.8238	22.0283	18.8357	19.4091
ENSG00000175471.L01	0.777521	0.956335	0.870574	1.54487	1.48888	1.82815
ENSG00000175471.L02	2.92559	2.43565	1.69124	1.48373	1.47556	1.3809
ENSG00000175471.L03	1.34685	1.38573	1.91755	0.952755	0.97674	1.28894
ENSG00000175471.L04	0	0	1.79855	0	0	1.28575
ENSG00000175485	0.135291	0.137498	0.137835	0	0	0
ENSG00000175489	0.310224	0.309897	0.310581	0	0	0
ENSG00000175497.L01	0	0	0	0	0	0
ENSG00000175513.L01	0	0	0	0	0	0
ENSG00000175514	0.0502056	0	0.0501762	1.31415	0	1.32513
ENSG00000175514.L01	0	0.0500092	0	0	1.30826	0
ENSG00000175518	0.356875	0.362646	0.368205	0.309329	0.314578	0.319753
ENSG00000175520.L01	0	0	0	0	0	0
ENSG00000175535	0	0	0	0	0	0
ENSG00000175536.L01	1.89103	1.92949	1.95071	1.23304	1.2872	1.41079
ENSG00000175538.L01	0	0	0	0	0	0
ENSG00000175544.L01	1.22397	1.19499	0.729551	3.5165	2.74703	2.66736
ENSG00000175548.L01	4.82566	5.46642	4.75614	3.95065	4.92594	3.98228
ENSG00000175550.L01	93.9138	92.6281	92.8334	75.8927	74.7736	75.0797
ENSG00000175556.L01	0.753583	0.781679	0.742661	1.38032	1.34378	1.34045
ENSG00000175564.L01	2.7593	2.79755	3.7353	2.54349	2.54355	4.16473
ENSG00000175567.L01	277.644	270.316	275.354	196.834	194.832	195.913
ENSG00000175573	18.1319	18.0691	18.1461	15.6692	15.636	15.7743
ENSG00000175575.L01	5.14571	5.22099	5.25992	7.7787	7.89214	7.93945
ENSG00000175581.L01	20.9202	21.1342	21.3365	12.5296	12.6637	12.7491
ENSG00000175582.L01	55.0374	56.5816	57.0141	40.5786	41.6337	41.7598
ENSG00000175591	0	0	0	0	0	0
ENSG00000175592.L01	0.594294	0.59621	0.602494	0.0416187	0.0416994	0.0423966
ENSG00000175595.L01	2.83731	2.68891	2.57422	3.01363	2.5768	2.25113
ENSG00000175595.L02	5.23379	6.6576	6.4617	4.98172	6.27534	6.42006
ENSG00000175600.L01	0.325456	0.332958	0.33325	0.473254	0.421841	0.423278
ENSG00000175602	30.2418	29.4138	29.1491	13.8757	13.4446	13.4242
ENSG00000175602.L01	12.5124	12.5449	12.4708	14.4673	14.465	13.3192
ENSG00000175604	0.0305504	0.0308414	0.0312148	0	0	0
ENSG00000175606.L01	10.9164	11.0936	11.1258	7.81091	7.83765	7.83448
ENSG00000175611.L01	5.95077	5.93444	6.47542	8.95007	8.92588	9.98708
ENSG00000175619	0	0	0	0	0	0
ENSG00000175634.L01	52.8295	53.7355	53.9572	51.2421	53.7929	55.0524
ENSG00000175643.L01	0.0716266	0.0729479	0.073127	0	0	0
ENSG00000175646	0	0	0	0	0	0
ENSG00000175662.L01	12.3272	12.9135	12.9437	15.1588	17.2325	17.3747
ENSG00000175664.L01	0	0	0	0	0	0
ENSG00000175676.L01	0	0	0	0	0	0
ENSG00000175691.L01	4.54707	4.60983	4.66057	4.2199	4.26601	4.12519
ENSG00000175699.L01	0	0	0	0.0482868	0.0485913	0.0492951
ENSG00000175707	0.16469	0.164247	0.165489	0.12411	0.123912	0.125595
ENSG00000175711.L01	9.51258	9.57324	9.61705	8.95224	9.02387	9.019
ENSG00000175718	0	0	0	0	0	0
ENSG00000175727.L01	17.2609	17.3985	17.4445	28.941	28.9764	29.3638
ENSG00000175728	0	0	0	0	0	0
ENSG00000175745.L01	0	0	0	0	0	0
ENSG00000175746.L01	0	0	0	0	0	0
ENSG00000175756.L01	64.0228	62.6417	61.8919	46.1751	45.1829	44.9127
ENSG00000175766.L01	0	0	0	0.0427465	0.0457222	0.0460834
ENSG00000175772	0	0	0	0	0	0
ENSG00000175779	0	0	0	0.0762095	0.0772696	0.0779297
ENSG00000175785.L01	0	0	0	0	0	0
ENSG00000175787.L01	2.52378	2.54885	2.64719	7.427	7.52195	7.33415
ENSG00000175792.L01	19.357	19.4382	19.6037	15.2461	15.2962	15.4486
ENSG00000175793	0.275475	0.272158	0.273427	0.130072	0.128629	0.130071
ENSG00000175806	0	0	0	0.538284	0.545905	0.547579
ENSG00000175806.L01	8.75155	9.48511	9.48895	4.73676	4.72136	4.75291
ENSG00000175809	0	0	0	0	0	0
ENSG00000175820	0.0140233	0.0143412	0.0144858	0	0	0
ENSG00000175832.L01	0	0	0	0.166909	0.165755	0.165308
ENSG00000175854.L01	8.1552	8.16787	8.22586	5.66461	5.67858	5.7297
ENSG00000175857.L01	0	0	0	0	0	0
ENSG00000175866.L01	1.06908	1.06444	1.0663	2.17976	2.20203	2.22844
ENSG00000175868.L01	1.19814	0.899972	0.977897	1.23355	1.30584	1.20886
ENSG00000175874	0	0	0	0.0845784	0.0851594	0.0856857
ENSG00000175877	0	0	0	0	0	0
ENSG00000175879.L01	0	0	0	0	0	0
ENSG00000175893.L01	7.51576	8.17855	7.80531	6.01861	6.69461	5.36381
ENSG00000175894.L01	0	0	0	0.0261773	0.026079	0.0262776
ENSG00000175895.L01	11.7304	12.0443	12.093	13.1164	13.1906	13.1086
ENSG00000175899.L01	8.10595	8.31395	4.75497	7.39847	7.50768	6.47445
ENSG00000175899.L02	0	0	8.33921	0	0	7.57893
ENSG00000175906	9.11942	9.12377	9.13322	2.03655	2.03162	2.04665
ENSG00000175911	0	0	0.683002	0	0	0.670658
ENSG00000175920.L01	0.541265	0.532893	0.532373	0.181665	0.178916	0.180098
ENSG00000175928.L01	0.18389	0.18742	0.18816	0.0210452	0.0213526	0.0214144
ENSG00000175931.L01	10.5878	10.3576	10.4154	14.2792	13.948	14.0813
ENSG00000175946	0	0	0	0	0	0
ENSG00000175970.L01	7.08037	7.152	7.19127	6.02377	6.08222	6.12185
ENSG00000175970.L02	8.86436	8.9434	9.02251	7.8692	7.95677	8.12948
ENSG00000175984.L01	0.600536	0.611377	0.616978	0.286815	0.275212	0.266157
ENSG00000175985	0.135855	0.135572	0.136441	0.294395	0.293933	0.297002
ENSG00000176009	0	0	0	0.144383	0.145308	0.146057
ENSG00000176014.L01	0.642442	0.639301	0.637301	0.343143	0.342371	0.345526
ENSG00000176014.L02	0.829171	0.223872	0.839965	1.82572	0.888174	1.8536
ENSG00000176014.L03	0	0.512841	0	0	1.1397	0
ENSG00000176014.L04	0	0.309617	0	0	1.33035	0
ENSG00000176018.L01	9.93387	10.1822	9.96568	13.4317	13.5834	13.1158
ENSG00000176022	8.75701	8.63342	8.53186	3.81455	3.73989	3.71843
ENSG00000176024.L01	1.40126	1.59776	1.43399	1.42762	1.45511	1.43204
ENSG00000176029.L01	0	0	0	0.0364746	0.0366568	0.0372065
ENSG00000176034.L01	0	0	0	0	0	0
ENSG00000176040.L01	0	0	0	0	0	0
ENSG00000176046	0	0	0	0	0	0
ENSG00000176049.L01	10.3977	9.34351	9.44944	9.07616	7.87704	7.95174
ENSG00000176055	3.61732	0	0	2.97547	0	0
ENSG00000176055.L01	0	3.46886	3.47497	0	2.97191	2.96821
ENSG00000176083.L01	12.5978	12.3323	12.4268	44.7254	43.6583	44.3266
ENSG00000176087.L01	30.2963	30.4361	30.6212	27.2093	27.3953	27.7762
ENSG00000176092.L01	0.819456	0.82843	0.831962	0	0	0
ENSG00000176092.L02	0.502323	0.515799	0.51437	3.4235	3.60531	4.40448
ENSG00000176095.L01	15.9885	16.0381	16.1077	22.4903	22.4796	22.6088
ENSG00000176101	50.8043	50.579	50.767	37.9591	37.8546	38.1625
ENSG00000176102.L01	4.84206	6.60449	4.42016	5.74647	7.79771	5.46622
ENSG00000176102.L02	10.271	10.8103	10.6038	14.6849	15.3962	14.9514
ENSG00000176105.L01	8.47012	8.58836	8.61791	11.8825	12.1054	12.1066
ENSG00000176108.L01	0	0	18.6548	0	0	10.1441
ENSG00000176124	0	0	0	0	0	0
ENSG00000176124.L01	7.98202	8.11596	8.16438	6.54584	6.65682	6.67711
ENSG00000176124.L02	1.48409	1.69867	0.16921	1.39453	1.62773	0.429545
ENSG00000176124.L03	0	0	0.421056	0	0	0.713838
ENSG00000176124.L04	0	0	1.22567	0	0	1.21676
ENSG00000176125	0.507489	0.501478	0.496979	0.147518	0.144849	0.145025
ENSG00000176134	0	0	0	0	0	0
ENSG00000176136	0	0	0	0	0	0
ENSG00000176142.L01	18.8879	18.2726	16.3821	44.1947	43.78	35.9506
ENSG00000176148.L01	8.42869	8.55524	8.56485	8.477	8.59047	8.9732
ENSG00000176148.L02	1.1286	1.31173	0.664393	0.69213	0.228205	2.33868
ENSG00000176148.L03	0.644077	0.798703	0	2.27746	0.87144	0
ENSG00000176148.L04	0.845811	0.652382	0	1.71275	1.29855	0
ENSG00000176148.L05	0	0	0	0	2.6887	0
ENSG00000176153	0.72996	0.736967	0.742555	0.731064	0.73611	0.742272
ENSG00000176155.L01	48.0086	47.9926	47.7513	53.6742	54.8935	54.1726
ENSG00000176160.L01	0.593653	0.601781	0.606025	0.501674	0.463932	0.510426
ENSG00000176165	0	0	0	0	0	0
ENSG00000176170.L01	3.90002	3.85717	3.84345	5.02018	4.9714	4.98202
ENSG00000176171	0	0	9.35283	0	0	7.60898
ENSG00000176171.L01	9.64786	9.09017	0	7.5099	7.45909	0
ENSG00000176177	0	0	0	0	0.0319379	0.0321117
ENSG00000176177.L01	0	0	0	0.0311595	0	0
ENSG00000176182	0	3.45886	3.44856	0	2.54499	2.55918
ENSG00000176182.L01	3.47361	0	0	2.55588	0	0
ENSG00000176194	0	0	0	0	0	0
ENSG00000176198	0	0	0	0.0922267	0.0943953	0.0954147
ENSG00000176200	0	0	0	0	0	0
